ruta_imagen1,ruta_imagen2,ruta_imagen3,theta_i,tstamp
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_254.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_254.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_254.png,"[1.5707963267948966, -1.0471975511965979, -1.5707963267948966, -1.5911352201716136, -2.5229339404230795, 1.9466631331236868]",20:13:28
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_255.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_255.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_255.png,"[1.5707963267948966, -1.0471975511965979, -1.308996938995747, -2.3145342156492736, -2.10342110977964, 0.13961108665090244]",20:13:30
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_256.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_256.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_256.png,"[1.5707963267948966, -1.0471975511965979, 2.0, -2.9822317279765036, -2.2385962952214555, 1.1218296325486483]",20:13:32
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_257.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_257.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_257.png,"[1.5707963267948966, -1.0471975511965979, 2.0943951023931953, -0.10084703079081603, -2.535222846139738, 0.7159967263255598]",20:13:34
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_258.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_258.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_258.png,"[1.5707963267948966, -1.0471975511965979, 1.832595714594046, -2.218357474471966, -2.348862864246336, 2.4315106665814965]",20:13:36
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_259.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_259.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_259.png,"[1.5707963267948966, -1.0471975511965979, 1.5707963267948966, -0.002045155602566684, -2.1046573068277783, 0.37527758052087123]",20:13:38
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_260.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_260.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_260.png,"[1.5707963267948966, -1.0471975511965979, 1.308996938995747, -3.1599453110820277, -2.243653719842994, 1.567428483188593]",20:13:40
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_261.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_261.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_261.png,"[1.5707963267948966, -0.8377580409572782, -2.0, -2.334875564345052, -2.1222540308490263, 1.5395975244863414]",20:13:42
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_262.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_262.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_262.png,"[1.5707963267948966, -0.8377580409572782, -2.0943951023931953, -1.9570310850862098, -1.7725190081904092, 0.949650542942006]",20:13:44
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_263.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_263.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_263.png,"[1.5707963267948966, -0.8377580409572782, -1.832595714594046, -2.381664757652903, -2.541899464006152, 1.635473551668373]",20:13:46
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_264.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_264.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_264.png,"[1.5707963267948966, -0.8377580409572782, -1.5707963267948966, -2.044714550082701, -2.3348621596699077, 1.9526292680378095]",20:13:48
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_265.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_265.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_265.png,"[1.5707963267948966, -0.8377580409572782, -1.308996938995747, 0.5727853917636172, -2.213619310868083, 1.5020943265128488]",20:13:50
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_266.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_266.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_266.png,"[1.5707963267948966, -0.8377580409572782, 2.0, -3.0723904943247486, -2.4598145301378196, 2.338942829254868]",20:13:52
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_267.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_267.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_267.png,"[1.5707963267948966, -0.8377580409572782, 2.0943951023931953, -1.2063888490096315, -2.3244812668175645, 0.5358606789768323]",20:13:54
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_268.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_268.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_268.png,"[1.5707963267948966, -0.8377580409572782, 1.832595714594046, -0.11235401374018306, -1.9086867643269476, 3.124048573968994]",20:13:56
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_269.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_269.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_269.png,"[1.5707963267948966, -0.8377580409572782, 1.5707963267948966, -1.1334317396944757, -1.8825654918148982, 2.6638962291834876]",20:13:58
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_270.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_270.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_270.png,"[1.5707963267948966, -0.8377580409572782, 1.308996938995747, -1.60647721501511, -1.945611737275133, 0.5227181978224243]",20:14:00
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_271.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_271.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_271.png,"[2.356194490192345, -2.5132741228718345, -2.0, 0.6383718833397052, -2.1604991188573632, 0.06506663529909816]",20:14:02
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_272.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_272.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_272.png,"[2.356194490192345, -2.5132741228718345, -2.0943951023931953, 0.5481714924041623, -2.190320139379486, 2.862628449868869]",20:14:04
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_273.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_273.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_273.png,"[2.356194490192345, -2.5132741228718345, -1.832595714594046, 0.39971751212101614, -2.43035882525271, 1.023027650390121]",20:14:06
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_274.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_274.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_274.png,"[2.356194490192345, -2.5132741228718345, -1.5707963267948966, 0.5210017216899812, -1.8240290532390195, 2.5866132682166953]",20:14:08
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_275.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_275.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_275.png,"[2.356194490192345, -2.5132741228718345, -1.308996938995747, 0.8038817049044185, -2.2243414901458887, 1.6645923332246]",20:14:10
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_276.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_276.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_276.png,"[2.356194490192345, -2.5132741228718345, 2.0, -2.38760648311078, -1.7897178266130385, 2.8535505282917084]",20:14:12
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_277.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_277.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_277.png,"[2.356194490192345, -2.5132741228718345, 2.0943951023931953, -3.436102589078551, -1.8124422342720243, 0.4075300922958241]",20:14:14
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_278.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_278.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_278.png,"[2.356194490192345, -2.5132741228718345, 1.832595714594046, 0.45103050854926696, -2.380949110089288, 0.002159560316719093]",20:14:16
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_279.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_279.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_279.png,"[2.356194490192345, -2.5132741228718345, 1.5707963267948966, -2.56214335530366, -2.5150972163414513, 0.18021945812632603]",20:14:18
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_280.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_280.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_280.png,"[2.356194490192345, -2.5132741228718345, 1.308996938995747, -2.0719992209585456, -1.9355782176061735, 2.575719023566458]",20:14:20
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_281.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_281.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_281.png,"[2.356194490192345, -2.303834612632515, -2.0, -1.9402743637345305, -1.9375821103776971, 1.3674195358085186]",20:14:22
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_282.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_282.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_282.png,"[2.356194490192345, -2.303834612632515, -2.0943951023931953, 0.48052524367247784, -2.6025839533082005, 0.3103528197027016]",20:14:24
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_283.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_283.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_283.png,"[2.356194490192345, -2.303834612632515, -1.832595714594046, -2.964347862219215, -1.9123383469885917, 0.7075361577548731]",20:14:26
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_284.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_284.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_284.png,"[2.356194490192345, -2.303834612632515, -1.5707963267948966, 0.6941402218774635, -2.2095391111111597, 2.1434010996013164]",20:14:28
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_285.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_285.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_285.png,"[2.356194490192345, -2.303834612632515, -1.308996938995747, 0.1614277866269398, -2.431920267221228, 1.677182372899422]",20:14:30
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_286.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_286.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_286.png,"[2.356194490192345, -2.303834612632515, 2.0, -1.6603529576986256, -2.415938630159802, 0.20077077842930577]",20:14:32
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_287.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_287.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_287.png,"[2.356194490192345, -2.303834612632515, 2.0943951023931953, -1.6788339561254182, -2.4436361043436268, 0.5055176025049445]",20:14:34
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_288.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_288.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_288.png,"[2.356194490192345, -2.303834612632515, 1.832595714594046, -3.2024927367525264, -1.819886998030329, 0.8785257434180261]",20:14:36
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_289.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_289.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_289.png,"[2.356194490192345, -2.303834612632515, 1.5707963267948966, 0.11389919726276432, -2.0578967028909956, 2.7205053079377595]",20:14:38
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_290.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_290.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_290.png,"[2.356194490192345, -2.303834612632515, 1.308996938995747, 0.5665472343159945, -1.7908385106972025, 0.8766911659146419]",20:14:40
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_291.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_291.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_291.png,"[2.356194490192345, -2.0943951023931957, -2.0, 0.6078922141934124, -2.5583531420356938, 1.6560613472361696]",20:14:42
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_292.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_292.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_292.png,"[2.356194490192345, -2.0943951023931957, -2.0943951023931953, -2.500134084061577, -2.150520318545573, 2.588992172323128]",20:14:44
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_293.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_293.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_293.png,"[2.356194490192345, -2.0943951023931957, -1.832595714594046, -0.46881437410714133, -2.141260418156204, 0.5737302745758286]",20:14:46
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_294.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_294.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_294.png,"[2.356194490192345, -2.0943951023931957, -1.5707963267948966, 0.19662949022673937, -2.2180773347164355, 0.7661995157533962]",20:14:48
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_295.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_295.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_295.png,"[2.356194490192345, -2.0943951023931957, -1.308996938995747, -0.0037612216102069773, -2.2446533055176245, 2.5880997882059606]",20:14:50
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_296.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_296.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_296.png,"[2.356194490192345, -2.0943951023931957, 2.0, -2.065199080998197, -2.4345050246270192, 2.9959124108274926]",20:14:52
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_297.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_297.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_297.png,"[2.356194490192345, -2.0943951023931957, 2.0943951023931953, -1.5605388511095797, -2.4476998188540744, 2.278108956627576]",20:14:54
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_298.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_298.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_298.png,"[2.356194490192345, -2.0943951023931957, 1.832595714594046, -0.15908276347213146, -2.607249117555695, 1.4186734775073666]",20:14:56
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_299.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_299.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_299.png,"[2.356194490192345, -2.0943951023931957, 1.5707963267948966, -2.7744687510516757, -2.2277353295689863, 1.412376584465325]",20:14:58
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_300.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_300.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_300.png,"[2.356194490192345, -2.0943951023931957, 1.308996938995747, -1.2893957989297196, -2.4078115565884417, 2.7805963070772206]",20:15:00
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_301.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_301.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_301.png,"[2.356194490192345, -1.884955592153876, -2.0, -3.061278741624324, -2.339078901028727, 0.9328735926318804]",20:15:02
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_302.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_302.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_302.png,"[2.356194490192345, -1.884955592153876, -2.0943951023931953, -0.20545956873391935, -2.1250297661566533, 1.183883594343502]",20:15:04
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_303.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_303.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_303.png,"[2.356194490192345, -1.884955592153876, -1.832595714594046, -2.8724027605616445, -2.5315279746423567, 2.0903743027931267]",20:15:06
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_304.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_304.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_304.png,"[2.356194490192345, -1.884955592153876, -1.5707963267948966, 0.2875616758299584, -2.3829180085958286, 1.1885483104412506]",20:15:08
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_305.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_305.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_305.png,"[2.356194490192345, -1.884955592153876, -1.308996938995747, 0.48373112927099227, -1.9886916156043015, 0.15598419635280966]",20:15:10
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_306.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_306.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_306.png,"[2.356194490192345, -1.884955592153876, 2.0, 0.32256216809806393, -2.2802964918787665, 0.788567314816841]",20:15:12
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_307.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_307.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_307.png,"[2.356194490192345, -1.884955592153876, 2.0943951023931953, -1.6189290628622555, -1.9087019492216244, 1.4562769917387073]",20:15:14
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_308.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_308.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_308.png,"[2.356194490192345, -1.884955592153876, 1.832595714594046, -1.1126346585935845, -1.7802320941471255, 1.3516410373240704]",20:15:16
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_309.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_309.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_309.png,"[2.356194490192345, -1.884955592153876, 1.5707963267948966, -0.42287167450944096, -2.5644931142598963, 2.953857828686201]",20:15:18
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_310.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_310.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_310.png,"[2.356194490192345, -1.884955592153876, 1.308996938995747, -0.944515325457493, -1.8438503132712658, 2.6494546030555863]",20:15:20
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_311.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_311.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_311.png,"[2.356194490192345, -1.6755160819145565, -2.0, -0.5844600275472294, -2.2742393180606797, 1.9882581933899606]",20:15:22
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_312.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_312.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_312.png,"[2.356194490192345, -1.6755160819145565, -2.0943951023931953, -0.051414840028893405, -2.4730429447503113, 2.3044730795114767]",20:15:24
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_313.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_313.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_313.png,"[2.356194490192345, -1.6755160819145565, -1.832595714594046, 0.68575179162525, -2.2592486615939, 0.7873568808236838]",20:15:26
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_314.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_314.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_314.png,"[2.356194490192345, -1.6755160819145565, -1.5707963267948966, -2.6521301741558605, -1.7886278006156477, 2.7182495768024113]",20:15:28
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_315.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_315.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_315.png,"[2.356194490192345, -1.6755160819145565, -1.308996938995747, -0.5977263194590425, -2.5466772888474147, 2.8260810051608356]",20:15:30
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_316.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_316.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_316.png,"[2.356194490192345, -1.6755160819145565, 2.0, -0.4058816857698506, -1.8340741338101834, 0.7854414599519717]",20:15:32
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_317.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_317.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_317.png,"[2.356194490192345, -1.6755160819145565, 2.0943951023931953, -1.8770167693329025, -2.286859075973409, 2.532057104991129]",20:15:34
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_318.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_318.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_318.png,"[2.356194490192345, -1.6755160819145565, 1.832595714594046, -3.0206327290255035, -1.8173037613856582, 2.1936582658864934]",20:15:36
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_319.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_319.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_319.png,"[2.356194490192345, -1.6755160819145565, 1.5707963267948966, -2.326253749054131, -1.9225246911542702, 2.557614597861169]",20:15:38
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_320.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_320.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_320.png,"[2.356194490192345, -1.6755160819145565, 1.308996938995747, -1.058207827102053, -1.8310785912613807, 3.006440298064417]",20:15:40
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_321.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_321.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_321.png,"[2.356194490192345, -1.4660765716752369, -2.0, -0.9486036658560169, -2.4351349726803653, 1.8352296860743487]",20:15:42
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_322.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_322.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_322.png,"[2.356194490192345, -1.4660765716752369, -2.0943951023931953, -3.263331298020174, -2.277853555805616, 0.3395325288639668]",20:15:44
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_323.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_323.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_323.png,"[2.356194490192345, -1.4660765716752369, -1.832595714594046, -1.5758427363975123, -2.0641281010045924, 0.9328312123073806]",20:15:46
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_324.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_324.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_324.png,"[2.356194490192345, -1.4660765716752369, -1.5707963267948966, -2.9321420610769566, -1.8331430484639912, 1.3347492625993351]",20:15:48
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_325.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_325.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_325.png,"[2.356194490192345, -1.4660765716752369, -1.308996938995747, 0.5157851227099539, -2.2301426699069786, 2.3401605394937457]",20:15:50
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_326.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_326.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_326.png,"[2.356194490192345, -1.4660765716752369, 2.0, -1.8144978239906226, -2.0259630537128284, 0.10832627908403887]",20:15:52
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_327.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_327.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_327.png,"[2.356194490192345, -1.4660765716752369, 2.0943951023931953, -1.0536344010920935, -2.1467041955470805, 2.7623288929295717]",20:15:54
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_328.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_328.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_328.png,"[2.356194490192345, -1.4660765716752369, 1.832595714594046, -1.539758430901946, -2.545495065768322, 2.539751168863625]",20:15:56
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_329.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_329.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_329.png,"[2.356194490192345, -1.4660765716752369, 1.5707963267948966, -0.9290645335726451, -2.384111657882373, 1.8122409270088495]",20:15:58
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_330.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_330.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_330.png,"[2.356194490192345, -1.4660765716752369, 1.308996938995747, 0.44315440282283936, -2.062687874972061, 1.3169128744366776]",20:16:00
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_331.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_331.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_331.png,"[2.356194490192345, -1.2566370614359172, -2.0, -2.3206618385559423, -2.424049918234393, 1.5492164923723377]",20:16:02
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_332.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_332.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_332.png,"[2.356194490192345, -1.2566370614359172, -2.0943951023931953, -2.909047583292494, -2.58757297225271, 2.7839857449042933]",20:16:04
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_333.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_333.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_333.png,"[2.356194490192345, -1.2566370614359172, -1.832595714594046, 0.6880714716252219, -2.087175641744834, 2.1199818091212728]",20:16:06
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_334.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_334.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_334.png,"[2.356194490192345, -1.2566370614359172, -1.5707963267948966, -2.4888290866267218, -2.425852581663287, 3.0589320530593898]",20:16:08
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_335.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_335.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_335.png,"[2.356194490192345, -1.2566370614359172, -1.308996938995747, -1.931492781898239, -2.3634307130114314, 0.2097582662186005]",20:16:10
