ruta_imagen1,ruta_imagen2,ruta_imagen3,t1,t2,t3,t4,t5,t6
"capturas/raw/img_[0.7853981633974483, -1.884955592153876, -1.308996938995747, 120.32630598621763, 91.56358670954168, 67.87810689435153].png","capturas/raw1/img_[0.7853981633974483, -1.884955592153876, -1.308996938995747, 120.32630598621763, 91.56358670954168, 67.87810689435153].png","capturas/raw2/img_[0.7853981633974483, -1.884955592153876, -1.308996938995747, 120.32630598621763, 91.56358670954168, 67.87810689435153].png",0.785398163397448,-1.88495559215388,-1.30899693899575,120.326305986218,91.5635867095417,67.8781068943515
"capturas/raw/img_[0.7853981633974483, -1.884955592153876, 2.0, 17.543461642527664, 168.34829709509367, 86.70653886188414].png","capturas/raw1/img_[0.7853981633974483, -1.884955592153876, 2.0, 17.543461642527664, 168.34829709509367, 86.70653886188414].png","capturas/raw2/img_[0.7853981633974483, -1.884955592153876, 2.0, 17.543461642527664, 168.34829709509367, 86.70653886188414].png",0.785398163397448,-1.88495559215388,2,17.5434616425277,168.348297095094,86.7065388618842
"capturas/raw/img_[0.7853981633974483, -1.884955592153876, 2.0943951023931953, 59.05962626075563, 21.28350162227654, 168.55724655147748].png","capturas/raw1/img_[0.7853981633974483, -1.884955592153876, 2.0943951023931953, 59.05962626075563, 21.28350162227654, 168.55724655147748].png","capturas/raw2/img_[0.7853981633974483, -1.884955592153876, 2.0943951023931953, 59.05962626075563, 21.28350162227654, 168.55724655147748].png",0.785398163397448,-1.88495559215388,2.0943951023932,59.0596262607556,21.2835016222765,168.557246551477
"capturas/raw/img_[0.7853981633974483, -1.884955592153876, 1.832595714594046, 166.45368338830343, 71.5080990464157, 38.646170388400186].png","capturas/raw1/img_[0.7853981633974483, -1.884955592153876, 1.832595714594046, 166.45368338830343, 71.5080990464157, 38.646170388400186].png","capturas/raw2/img_[0.7853981633974483, -1.884955592153876, 1.832595714594046, 166.45368338830343, 71.5080990464157, 38.646170388400186].png",0.785398163397448,-1.88495559215388,1.83259571459405,166.453683388303,71.5080990464157,38.6461703884002
"capturas/raw/img_[0.7853981633974483, -1.884955592153876, 1.5707963267948966, 27.42677858866156, 84.44998366619201, 151.89424810695698].png","capturas/raw1/img_[0.7853981633974483, -1.884955592153876, 1.5707963267948966, 27.42677858866156, 84.44998366619201, 151.89424810695698].png","capturas/raw2/img_[0.7853981633974483, -1.884955592153876, 1.5707963267948966, 27.42677858866156, 84.44998366619201, 151.89424810695698].png",0.785398163397448,-1.88495559215388,1.5707963267949,27.4267785886616,84.449983666192,151.894248106957
"capturas/raw/img_[0.7853981633974483, -1.884955592153876, 1.308996938995747, 145.91226292028654, 94.44788964168247, 147.0315967570482].png","capturas/raw1/img_[0.7853981633974483, -1.884955592153876, 1.308996938995747, 145.91226292028654, 94.44788964168247, 147.0315967570482].png","capturas/raw2/img_[0.7853981633974483, -1.884955592153876, 1.308996938995747, 145.91226292028654, 94.44788964168247, 147.0315967570482].png",0.785398163397448,-1.88495559215388,1.30899693899575,145.912262920287,94.4478896416825,147.031596757048
"capturas/raw/img_[0.7853981633974483, -1.6755160819145565, -2.0, 80.80363304819286, 103.14399448081772, 84.84985379029816].png","capturas/raw1/img_[0.7853981633974483, -1.6755160819145565, -2.0, 80.80363304819286, 103.14399448081772, 84.84985379029816].png","capturas/raw2/img_[0.7853981633974483, -1.6755160819145565, -2.0, 80.80363304819286, 103.14399448081772, 84.84985379029816].png",0.785398163397448,-1.67551608191456,-2,80.8036330481929,103.143994480818,84.8498537902982
"capturas/raw/img_[0.7853981633974483, -1.6755160819145565, -2.0943951023931953, 87.16027538466679, 145.01830985389407, 103.96646053244685].png","capturas/raw1/img_[0.7853981633974483, -1.6755160819145565, -2.0943951023931953, 87.16027538466679, 145.01830985389407, 103.96646053244685].png","capturas/raw2/img_[0.7853981633974483, -1.6755160819145565, -2.0943951023931953, 87.16027538466679, 145.01830985389407, 103.96646053244685].png",0.785398163397448,-1.67551608191456,-2.0943951023932,87.1602753846668,145.018309853894,103.966460532447
"capturas/raw/img_[0.7853981633974483, -1.6755160819145565, -1.832595714594046, 15.91882764378737, 20.65453763419684, 117.43736438702938].png","capturas/raw1/img_[0.7853981633974483, -1.6755160819145565, -1.832595714594046, 15.91882764378737, 20.65453763419684, 117.43736438702938].png","capturas/raw2/img_[0.7853981633974483, -1.6755160819145565, -1.832595714594046, 15.91882764378737, 20.65453763419684, 117.43736438702938].png",0.785398163397448,-1.67551608191456,-1.83259571459405,15.9188276437874,20.6545376341968,117.437364387029
"capturas/raw/img_[0.7853981633974483, -1.6755160819145565, -1.5707963267948966, 88.99366631334561, 17.925989892474313, 135.8659157421591].png","capturas/raw1/img_[0.7853981633974483, -1.6755160819145565, -1.5707963267948966, 88.99366631334561, 17.925989892474313, 135.8659157421591].png","capturas/raw2/img_[0.7853981633974483, -1.6755160819145565, -1.5707963267948966, 88.99366631334561, 17.925989892474313, 135.8659157421591].png",0.785398163397448,-1.67551608191456,-1.5707963267949,88.9936663133456,17.9259898924743,135.865915742159
"capturas/raw/img_[0.7853981633974483, -1.6755160819145565, -1.308996938995747, 99.22306650137736, 35.48721402983772, 165.77991584529354].png","capturas/raw1/img_[0.7853981633974483, -1.6755160819145565, -1.308996938995747, 99.22306650137736, 35.48721402983772, 165.77991584529354].png","capturas/raw2/img_[0.7853981633974483, -1.6755160819145565, -1.308996938995747, 99.22306650137736, 35.48721402983772, 165.77991584529354].png",0.785398163397448,-1.67551608191456,-1.30899693899575,99.2230665013774,35.4872140298377,165.779915845294
"capturas/raw/img_[0.7853981633974483, -1.6755160819145565, 2.0, 33.93706061304323, 79.90924611128601, 32.89612083346649].png","capturas/raw1/img_[0.7853981633974483, -1.6755160819145565, 2.0, 33.93706061304323, 79.90924611128601, 32.89612083346649].png","capturas/raw2/img_[0.7853981633974483, -1.6755160819145565, 2.0, 33.93706061304323, 79.90924611128601, 32.89612083346649].png",0.785398163397448,-1.67551608191456,2,33.9370606130432,79.909246111286,32.8961208334665
"capturas/raw/img_[0.7853981633974483, -1.6755160819145565, 2.0943951023931953, 126.27010278440906, 71.68432738238923, 29.777850865293352].png","capturas/raw1/img_[0.7853981633974483, -1.6755160819145565, 2.0943951023931953, 126.27010278440906, 71.68432738238923, 29.777850865293352].png","capturas/raw2/img_[0.7853981633974483, -1.6755160819145565, 2.0943951023931953, 126.27010278440906, 71.68432738238923, 29.777850865293352].png",0.785398163397448,-1.67551608191456,2.0943951023932,126.270102784409,71.6843273823892,29.7778508652934
"capturas/raw/img_[0.7853981633974483, -1.6755160819145565, 1.832595714594046, 116.79579552061836, 45.855754869333325, 56.6558611982108].png","capturas/raw1/img_[0.7853981633974483, -1.6755160819145565, 1.832595714594046, 116.79579552061836, 45.855754869333325, 56.6558611982108].png","capturas/raw2/img_[0.7853981633974483, -1.6755160819145565, 1.832595714594046, 116.79579552061836, 45.855754869333325, 56.6558611982108].png",0.785398163397448,-1.67551608191456,1.83259571459405,116.795795520618,45.8557548693333,56.6558611982108
"capturas/raw/img_[0.7853981633974483, -1.6755160819145565, 1.5707963267948966, 158.9615590528646, 74.94662805561597, 59.07476780751079].png","capturas/raw1/img_[0.7853981633974483, -1.6755160819145565, 1.5707963267948966, 158.9615590528646, 74.94662805561597, 59.07476780751079].png","capturas/raw2/img_[0.7853981633974483, -1.6755160819145565, 1.5707963267948966, 158.9615590528646, 74.94662805561597, 59.07476780751079].png",0.785398163397448,-1.67551608191456,1.5707963267949,158.961559052865,74.946628055616,59.0747678075108
"capturas/raw/img_[0.7853981633974483, -1.6755160819145565, 1.308996938995747, 28.730900142701344, 13.987793850859314, 179.13957853144447].png","capturas/raw1/img_[0.7853981633974483, -1.6755160819145565, 1.308996938995747, 28.730900142701344, 13.987793850859314, 179.13957853144447].png","capturas/raw2/img_[0.7853981633974483, -1.6755160819145565, 1.308996938995747, 28.730900142701344, 13.987793850859314, 179.13957853144447].png",0.785398163397448,-1.67551608191456,1.30899693899575,28.7309001427013,13.9877938508593,179.139578531444
"capturas/raw/img_[0.7853981633974483, -1.4660765716752369, -2.0, 155.52567936959736, 70.41689307692623, 12.344848955229208].png","capturas/raw1/img_[0.7853981633974483, -1.4660765716752369, -2.0, 155.52567936959736, 70.41689307692623, 12.344848955229208].png","capturas/raw2/img_[0.7853981633974483, -1.4660765716752369, -2.0, 155.52567936959736, 70.41689307692623, 12.344848955229208].png",0.785398163397448,-1.46607657167524,-2,155.525679369597,70.4168930769262,12.3448489552292
"capturas/raw/img_[0.7853981633974483, -1.4660765716752369, -2.0943951023931953, 82.92659390852262, 116.65140501345303, 85.98142921995377].png","capturas/raw1/img_[0.7853981633974483, -1.4660765716752369, -2.0943951023931953, 82.92659390852262, 116.65140501345303, 85.98142921995377].png","capturas/raw2/img_[0.7853981633974483, -1.4660765716752369, -2.0943951023931953, 82.92659390852262, 116.65140501345303, 85.98142921995377].png",0.785398163397448,-1.46607657167524,-2.0943951023932,82.9265939085226,116.651405013453,85.9814292199538
"capturas/raw/img_[0.7853981633974483, -1.4660765716752369, -1.832595714594046, 45.55559682843865, 42.5756238482536, 161.3378854912333].png","capturas/raw1/img_[0.7853981633974483, -1.4660765716752369, -1.832595714594046, 45.55559682843865, 42.5756238482536, 161.3378854912333].png","capturas/raw2/img_[0.7853981633974483, -1.4660765716752369, -1.832595714594046, 45.55559682843865, 42.5756238482536, 161.3378854912333].png",0.785398163397448,-1.46607657167524,-1.83259571459405,45.5555968284387,42.5756238482536,161.337885491233
"capturas/raw/img_[0.7853981633974483, -1.4660765716752369, -1.5707963267948966, 25.952860622579774, 50.032268832788645, 146.47185564379143].png","capturas/raw1/img_[0.7853981633974483, -1.4660765716752369, -1.5707963267948966, 25.952860622579774, 50.032268832788645, 146.47185564379143].png","capturas/raw2/img_[0.7853981633974483, -1.4660765716752369, -1.5707963267948966, 25.952860622579774, 50.032268832788645, 146.47185564379143].png",0.785398163397448,-1.46607657167524,-1.5707963267949,25.9528606225798,50.0322688327887,146.471855643791
"capturas/raw/img_[0.7853981633974483, -1.4660765716752369, -1.308996938995747, 43.08973604964552, 43.60111884355191, 18.33214077577637].png","capturas/raw1/img_[0.7853981633974483, -1.4660765716752369, -1.308996938995747, 43.08973604964552, 43.60111884355191, 18.33214077577637].png","capturas/raw2/img_[0.7853981633974483, -1.4660765716752369, -1.308996938995747, 43.08973604964552, 43.60111884355191, 18.33214077577637].png",0.785398163397448,-1.46607657167524,-1.30899693899575,43.0897360496455,43.6011188435519,18.3321407757764
"capturas/raw/img_[0.7853981633974483, -1.4660765716752369, 2.0, 82.69909137052159, 61.751595462126694, 35.06229452418812].png","capturas/raw1/img_[0.7853981633974483, -1.4660765716752369, 2.0, 82.69909137052159, 61.751595462126694, 35.06229452418812].png","capturas/raw2/img_[0.7853981633974483, -1.4660765716752369, 2.0, 82.69909137052159, 61.751595462126694, 35.06229452418812].png",0.785398163397448,-1.46607657167524,2,82.6990913705216,61.7515954621267,35.0622945241881
"capturas/raw/img_[0.7853981633974483, -1.4660765716752369, 2.0943951023931953, 147.7065651634904, 92.55280024748502, 76.11565526381092].png","capturas/raw1/img_[0.7853981633974483, -1.4660765716752369, 2.0943951023931953, 147.7065651634904, 92.55280024748502, 76.11565526381092].png","capturas/raw2/img_[0.7853981633974483, -1.4660765716752369, 2.0943951023931953, 147.7065651634904, 92.55280024748502, 76.11565526381092].png",0.785398163397448,-1.46607657167524,2.0943951023932,147.70656516349,92.552800247485,76.1156552638109
"capturas/raw/img_[0.7853981633974483, -1.4660765716752369, 1.832595714594046, 59.3218434873057, 43.15153043206063, 22.915908253446972].png","capturas/raw1/img_[0.7853981633974483, -1.4660765716752369, 1.832595714594046, 59.3218434873057, 43.15153043206063, 22.915908253446972].png","capturas/raw2/img_[0.7853981633974483, -1.4660765716752369, 1.832595714594046, 59.3218434873057, 43.15153043206063, 22.915908253446972].png",0.785398163397448,-1.46607657167524,1.83259571459405,59.3218434873057,43.1515304320606,22.915908253447
"capturas/raw/img_[0.7853981633974483, -1.4660765716752369, 1.5707963267948966, 113.45567467441434, 177.7750864791132, 17.615003831289336].png","capturas/raw1/img_[0.7853981633974483, -1.4660765716752369, 1.5707963267948966, 113.45567467441434, 177.7750864791132, 17.615003831289336].png","capturas/raw2/img_[0.7853981633974483, -1.4660765716752369, 1.5707963267948966, 113.45567467441434, 177.7750864791132, 17.615003831289336].png",0.785398163397448,-1.46607657167524,1.5707963267949,113.455674674414,177.775086479113,17.6150038312893
"capturas/raw/img_[0.7853981633974483, -1.4660765716752369, 1.308996938995747, 66.8063799279556, 130.11030632248784, 30.572858622644226].png","capturas/raw1/img_[0.7853981633974483, -1.4660765716752369, 1.308996938995747, 66.8063799279556, 130.11030632248784, 30.572858622644226].png","capturas/raw2/img_[0.7853981633974483, -1.4660765716752369, 1.308996938995747, 66.8063799279556, 130.11030632248784, 30.572858622644226].png",0.785398163397448,-1.46607657167524,1.30899693899575,66.8063799279556,130.110306322488,30.5728586226442
"capturas/raw/img_[0.7853981633974483, -1.2566370614359172, -2.0, 179.47746535431298, 91.55032334625436, 150.09637987205215].png","capturas/raw1/img_[0.7853981633974483, -1.2566370614359172, -2.0, 179.47746535431298, 91.55032334625436, 150.09637987205215].png","capturas/raw2/img_[0.7853981633974483, -1.2566370614359172, -2.0, 179.47746535431298, 91.55032334625436, 150.09637987205215].png",0.785398163397448,-1.25663706143592,-2,179.477465354313,91.5503233462544,150.096379872052
"capturas/raw/img_[0.7853981633974483, -1.2566370614359172, -2.0943951023931953, 14.765960786116732, 121.98650566461913, 97.56289465438537].png","capturas/raw1/img_[0.7853981633974483, -1.2566370614359172, -2.0943951023931953, 14.765960786116732, 121.98650566461913, 97.56289465438537].png","capturas/raw2/img_[0.7853981633974483, -1.2566370614359172, -2.0943951023931953, 14.765960786116732, 121.98650566461913, 97.56289465438537].png",0.785398163397448,-1.25663706143592,-2.0943951023932,14.7659607861167,121.986505664619,97.5628946543854
"capturas/raw/img_[0.7853981633974483, -1.2566370614359172, -1.832595714594046, 33.827725374829924, 135.9658425643805, 176.83480222631638].png","capturas/raw1/img_[0.7853981633974483, -1.2566370614359172, -1.832595714594046, 33.827725374829924, 135.9658425643805, 176.83480222631638].png","capturas/raw2/img_[0.7853981633974483, -1.2566370614359172, -1.832595714594046, 33.827725374829924, 135.9658425643805, 176.83480222631638].png",0.785398163397448,-1.25663706143592,-1.83259571459405,33.8277253748299,135.965842564381,176.834802226316
"capturas/raw/img_[0.7853981633974483, -1.2566370614359172, -1.5707963267948966, 68.4254117611525, 89.78734971166737, 95.35202192851375].png","capturas/raw1/img_[0.7853981633974483, -1.2566370614359172, -1.5707963267948966, 68.4254117611525, 89.78734971166737, 95.35202192851375].png","capturas/raw2/img_[0.7853981633974483, -1.2566370614359172, -1.5707963267948966, 68.4254117611525, 89.78734971166737, 95.35202192851375].png",0.785398163397448,-1.25663706143592,-1.5707963267949,68.4254117611525,89.7873497116674,95.3520219285138
"capturas/raw/img_[0.7853981633974483, -1.2566370614359172, -1.308996938995747, 152.9818030849757, 101.5231638872398, 74.81712441039943].png","capturas/raw1/img_[0.7853981633974483, -1.2566370614359172, -1.308996938995747, 152.9818030849757, 101.5231638872398, 74.81712441039943].png","capturas/raw2/img_[0.7853981633974483, -1.2566370614359172, -1.308996938995747, 152.9818030849757, 101.5231638872398, 74.81712441039943].png",0.785398163397448,-1.25663706143592,-1.30899693899575,152.981803084976,101.52316388724,74.8171244103994
"capturas/raw/img_[0.7853981633974483, -1.2566370614359172, 2.0, 35.35093236173091, 124.99181389461843, 99.42782446685501].png","capturas/raw1/img_[0.7853981633974483, -1.2566370614359172, 2.0, 35.35093236173091, 124.99181389461843, 99.42782446685501].png","capturas/raw2/img_[0.7853981633974483, -1.2566370614359172, 2.0, 35.35093236173091, 124.99181389461843, 99.42782446685501].png",0.785398163397448,-1.25663706143592,2,35.3509323617309,124.991813894618,99.427824466855
"capturas/raw/img_[0.7853981633974483, -1.2566370614359172, 2.0943951023931953, 136.33538952349056, 21.055949033509485, 41.09834719192543].png","capturas/raw1/img_[0.7853981633974483, -1.2566370614359172, 2.0943951023931953, 136.33538952349056, 21.055949033509485, 41.09834719192543].png","capturas/raw2/img_[0.7853981633974483, -1.2566370614359172, 2.0943951023931953, 136.33538952349056, 21.055949033509485, 41.09834719192543].png",0.785398163397448,-1.25663706143592,2.0943951023932,136.335389523491,21.0559490335095,41.0983471919254
"capturas/raw/img_[0.7853981633974483, -1.2566370614359172, 1.832595714594046, 68.65010143523575, 151.4911938298418, 143.237869194999].png","capturas/raw1/img_[0.7853981633974483, -1.2566370614359172, 1.832595714594046, 68.65010143523575, 151.4911938298418, 143.237869194999].png","capturas/raw2/img_[0.7853981633974483, -1.2566370614359172, 1.832595714594046, 68.65010143523575, 151.4911938298418, 143.237869194999].png",0.785398163397448,-1.25663706143592,1.83259571459405,68.6501014352358,151.491193829842,143.237869194999
"capturas/raw/img_[0.7853981633974483, -1.2566370614359172, 1.5707963267948966, 169.54318101935138, 128.87461481690752, 32.68456998783724].png","capturas/raw1/img_[0.7853981633974483, -1.2566370614359172, 1.5707963267948966, 169.54318101935138, 128.87461481690752, 32.68456998783724].png","capturas/raw2/img_[0.7853981633974483, -1.2566370614359172, 1.5707963267948966, 169.54318101935138, 128.87461481690752, 32.68456998783724].png",0.785398163397448,-1.25663706143592,1.5707963267949,169.543181019351,128.874614816908,32.6845699878372
"capturas/raw/img_[0.7853981633974483, -1.2566370614359172, 1.308996938995747, 169.02816453919118, 74.30573597176235, 35.00287081317278].png","capturas/raw1/img_[0.7853981633974483, -1.2566370614359172, 1.308996938995747, 169.02816453919118, 74.30573597176235, 35.00287081317278].png","capturas/raw2/img_[0.7853981633974483, -1.2566370614359172, 1.308996938995747, 169.02816453919118, 74.30573597176235, 35.00287081317278].png",0.785398163397448,-1.25663706143592,1.30899693899575,169.028164539191,74.3057359717623,35.0028708131728
"capturas/raw/img_[0.7853981633974483, -1.0471975511965979, -2.0, 68.1003396888322, 129.19641732861285, 142.9876366061643].png","capturas/raw1/img_[0.7853981633974483, -1.0471975511965979, -2.0, 68.1003396888322, 129.19641732861285, 142.9876366061643].png","capturas/raw2/img_[0.7853981633974483, -1.0471975511965979, -2.0, 68.1003396888322, 129.19641732861285, 142.9876366061643].png",0.785398163397448,-1.0471975511966,-2,68.1003396888322,129.196417328613,142.987636606164
"capturas/raw/img_[0.7853981633974483, -1.0471975511965979, -2.0943951023931953, 82.29297062940434, 48.166999606045536, 1.4960319533514932].png","capturas/raw1/img_[0.7853981633974483, -1.0471975511965979, -2.0943951023931953, 82.29297062940434, 48.166999606045536, 1.4960319533514932].png","capturas/raw2/img_[0.7853981633974483, -1.0471975511965979, -2.0943951023931953, 82.29297062940434, 48.166999606045536, 1.4960319533514932].png",0.785398163397448,-1.0471975511966,-2.0943951023932,82.2929706294043,48.1669996060455,1.49603195335149
"capturas/raw/img_[0.7853981633974483, -1.0471975511965979, -1.832595714594046, 26.76359350596043, 162.03002366724505, 49.16274645672352].png","capturas/raw1/img_[0.7853981633974483, -1.0471975511965979, -1.832595714594046, 26.76359350596043, 162.03002366724505, 49.16274645672352].png","capturas/raw2/img_[0.7853981633974483, -1.0471975511965979, -1.832595714594046, 26.76359350596043, 162.03002366724505, 49.16274645672352].png",0.785398163397448,-1.0471975511966,-1.83259571459405,26.7635935059604,162.030023667245,49.1627464567235
"capturas/raw/img_[0.7853981633974483, -1.0471975511965979, -1.5707963267948966, 52.857515600908044, 48.25458648305098, 116.81064755575585].png","capturas/raw1/img_[0.7853981633974483, -1.0471975511965979, -1.5707963267948966, 52.857515600908044, 48.25458648305098, 116.81064755575585].png","capturas/raw2/img_[0.7853981633974483, -1.0471975511965979, -1.5707963267948966, 52.857515600908044, 48.25458648305098, 116.81064755575585].png",0.785398163397448,-1.0471975511966,-1.5707963267949,52.857515600908,48.254586483051,116.810647555756
"capturas/raw/img_[0.7853981633974483, -1.0471975511965979, -1.308996938995747, 131.83499681478534, 105.81191077358187, 59.54573790385916].png","capturas/raw1/img_[0.7853981633974483, -1.0471975511965979, -1.308996938995747, 131.83499681478534, 105.81191077358187, 59.54573790385916].png","capturas/raw2/img_[0.7853981633974483, -1.0471975511965979, -1.308996938995747, 131.83499681478534, 105.81191077358187, 59.54573790385916].png",0.785398163397448,-1.0471975511966,-1.30899693899575,131.834996814785,105.811910773582,59.5457379038592
"capturas/raw/img_[0.7853981633974483, -1.0471975511965979, 2.0, 121.90600505213848, 67.40369134793781, 34.62133033633587].png","capturas/raw1/img_[0.7853981633974483, -1.0471975511965979, 2.0, 121.90600505213848, 67.40369134793781, 34.62133033633587].png","capturas/raw2/img_[0.7853981633974483, -1.0471975511965979, 2.0, 121.90600505213848, 67.40369134793781, 34.62133033633587].png",0.785398163397448,-1.0471975511966,2,121.906005052138,67.4036913479378,34.6213303363359
"capturas/raw/img_[0.7853981633974483, -1.0471975511965979, 2.0943951023931953, 169.81114922976235, 62.788074536493646, 70.73608196479307].png","capturas/raw1/img_[0.7853981633974483, -1.0471975511965979, 2.0943951023931953, 169.81114922976235, 62.788074536493646, 70.73608196479307].png","capturas/raw2/img_[0.7853981633974483, -1.0471975511965979, 2.0943951023931953, 169.81114922976235, 62.788074536493646, 70.73608196479307].png",0.785398163397448,-1.0471975511966,2.0943951023932,169.811149229762,62.7880745364937,70.7360819647931
"capturas/raw/img_[0.7853981633974483, -1.0471975511965979, 1.832595714594046, 49.68295743932122, 38.814061021629534, 43.91535703315844].png","capturas/raw1/img_[0.7853981633974483, -1.0471975511965979, 1.832595714594046, 49.68295743932122, 38.814061021629534, 43.91535703315844].png","capturas/raw2/img_[0.7853981633974483, -1.0471975511965979, 1.832595714594046, 49.68295743932122, 38.814061021629534, 43.91535703315844].png",0.785398163397448,-1.0471975511966,1.83259571459405,49.6829574393212,38.8140610216295,43.9153570331584
"capturas/raw/img_[0.7853981633974483, -1.0471975511965979, 1.5707963267948966, 124.02466611507602, 65.08226441646859, 167.7475468188071].png","capturas/raw1/img_[0.7853981633974483, -1.0471975511965979, 1.5707963267948966, 124.02466611507602, 65.08226441646859, 167.7475468188071].png","capturas/raw2/img_[0.7853981633974483, -1.0471975511965979, 1.5707963267948966, 124.02466611507602, 65.08226441646859, 167.7475468188071].png",0.785398163397448,-1.0471975511966,1.5707963267949,124.024666115076,65.0822644164686,167.747546818807
"capturas/raw/img_[0.7853981633974483, -1.0471975511965979, 1.308996938995747, 179.59276556822903, 141.7786480474677, 103.0867418537519].png","capturas/raw1/img_[0.7853981633974483, -1.0471975511965979, 1.308996938995747, 179.59276556822903, 141.7786480474677, 103.0867418537519].png","capturas/raw2/img_[0.7853981633974483, -1.0471975511965979, 1.308996938995747, 179.59276556822903, 141.7786480474677, 103.0867418537519].png",0.785398163397448,-1.0471975511966,1.30899693899575,179.592765568229,141.778648047468,103.086741853752
"capturas/raw/img_[0.7853981633974483, -0.8377580409572782, -2.0, 130.50725394330433, 177.85777592054052, 99.43714174700165].png","capturas/raw1/img_[0.7853981633974483, -0.8377580409572782, -2.0, 130.50725394330433, 177.85777592054052, 99.43714174700165].png","capturas/raw2/img_[0.7853981633974483, -0.8377580409572782, -2.0, 130.50725394330433, 177.85777592054052, 99.43714174700165].png",0.785398163397448,-0.837758040957278,-2,130.507253943304,177.857775920541,99.4371417470017
"capturas/raw/img_[0.7853981633974483, -0.8377580409572782, -2.0943951023931953, 74.93628499388663, 110.21528557814415, 105.39649167320601].png","capturas/raw1/img_[0.7853981633974483, -0.8377580409572782, -2.0943951023931953, 74.93628499388663, 110.21528557814415, 105.39649167320601].png","capturas/raw2/img_[0.7853981633974483, -0.8377580409572782, -2.0943951023931953, 74.93628499388663, 110.21528557814415, 105.39649167320601].png",0.785398163397448,-0.837758040957278,-2.0943951023932,74.9362849938866,110.215285578144,105.396491673206
"capturas/raw/img_[0.7853981633974483, -0.8377580409572782, -1.832595714594046, 67.06201407838269, 145.07364868456298, 58.53863034495631].png","capturas/raw1/img_[0.7853981633974483, -0.8377580409572782, -1.832595714594046, 67.06201407838269, 145.07364868456298, 58.53863034495631].png","capturas/raw2/img_[0.7853981633974483, -0.8377580409572782, -1.832595714594046, 67.06201407838269, 145.07364868456298, 58.53863034495631].png",0.785398163397448,-0.837758040957278,-1.83259571459405,67.0620140783827,145.073648684563,58.5386303449563
"capturas/raw/img_[0.7853981633974483, -0.8377580409572782, -1.5707963267948966, 174.617629269557, 99.16626468093062, 70.23087438613192].png","capturas/raw1/img_[0.7853981633974483, -0.8377580409572782, -1.5707963267948966, 174.617629269557, 99.16626468093062, 70.23087438613192].png","capturas/raw2/img_[0.7853981633974483, -0.8377580409572782, -1.5707963267948966, 174.617629269557, 99.16626468093062, 70.23087438613192].png",0.785398163397448,-0.837758040957278,-1.5707963267949,174.617629269557,99.1662646809306,70.2308743861319
"capturas/raw/img_[0.7853981633974483, -0.8377580409572782, -1.308996938995747, 97.06636702033315, 35.49720935489477, 81.06550140792024].png","capturas/raw1/img_[0.7853981633974483, -0.8377580409572782, -1.308996938995747, 97.06636702033315, 35.49720935489477, 81.06550140792024].png","capturas/raw2/img_[0.7853981633974483, -0.8377580409572782, -1.308996938995747, 97.06636702033315, 35.49720935489477, 81.06550140792024].png",0.785398163397448,-0.837758040957278,-1.30899693899575,97.0663670203331,35.4972093548948,81.0655014079202
"capturas/raw/img_[0.7853981633974483, -0.8377580409572782, 2.0, 94.93861525457739, 100.5783021758555, 152.39322861891918].png","capturas/raw1/img_[0.7853981633974483, -0.8377580409572782, 2.0, 94.93861525457739, 100.5783021758555, 152.39322861891918].png","capturas/raw2/img_[0.7853981633974483, -0.8377580409572782, 2.0, 94.93861525457739, 100.5783021758555, 152.39322861891918].png",0.785398163397448,-0.837758040957278,2,94.9386152545774,100.578302175856,152.393228618919
"capturas/raw/img_[0.7853981633974483, -0.8377580409572782, 2.0943951023931953, 63.527124617229504, 94.5944069861817, 113.2748421943941].png","capturas/raw1/img_[0.7853981633974483, -0.8377580409572782, 2.0943951023931953, 63.527124617229504, 94.5944069861817, 113.2748421943941].png","capturas/raw2/img_[0.7853981633974483, -0.8377580409572782, 2.0943951023931953, 63.527124617229504, 94.5944069861817, 113.2748421943941].png",0.785398163397448,-0.837758040957278,2.0943951023932,63.5271246172295,94.5944069861817,113.274842194394
"capturas/raw/img_[0.7853981633974483, -0.8377580409572782, 1.832595714594046, 52.48700059882724, 133.7155499492636, 39.3613719810659].png","capturas/raw1/img_[0.7853981633974483, -0.8377580409572782, 1.832595714594046, 52.48700059882724, 133.7155499492636, 39.3613719810659].png","capturas/raw2/img_[0.7853981633974483, -0.8377580409572782, 1.832595714594046, 52.48700059882724, 133.7155499492636, 39.3613719810659].png",0.785398163397448,-0.837758040957278,1.83259571459405,52.4870005988272,133.715549949264,39.3613719810659
"capturas/raw/img_[0.7853981633974483, -0.8377580409572782, 1.5707963267948966, 128.7858284880162, 173.6583441024136, 29.168361847387732].png","capturas/raw1/img_[0.7853981633974483, -0.8377580409572782, 1.5707963267948966, 128.7858284880162, 173.6583441024136, 29.168361847387732].png","capturas/raw2/img_[0.7853981633974483, -0.8377580409572782, 1.5707963267948966, 128.7858284880162, 173.6583441024136, 29.168361847387732].png",0.785398163397448,-0.837758040957278,1.5707963267949,128.785828488016,173.658344102414,29.1683618473877
