ruta_imagen1,ruta_imagen2,ruta_imagen3,ruta_imagen1d,ruta_imagen2d,ruta_imagen3d,px,py,pz,qw,qx,qy,qz,t1,t2,t3,t4,t5,t6
"capturas/raw/img_[0.0, -1.2566370614359172, -1.5707963267948966, 6.239201811700736, 5.739141697123722, 134.24175787831695].png","capturas/raw1/img_[0.0, -1.2566370614359172, -1.5707963267948966, 6.239201811700736, 5.739141697123722, 134.24175787831695].png","capturas/raw2/img_[0.0, -1.2566370614359172, -1.5707963267948966, 6.239201811700736, 5.739141697123722, 134.24175787831695].png","capturas/deep/img_[0.0, -1.2566370614359172, -1.5707963267948966, 6.239201811700736, 5.739141697123722, 134.24175787831695].png","capturas/deep1/img_[0.0, -1.2566370614359172, -1.5707963267948966, 6.239201811700736, 5.739141697123722, 134.24175787831695].png","capturas/deep2/img_[0.0, -1.2566370614359172, -1.5707963267948966, 6.239201811700736, 5.739141697123722, 134.24175787831695].png",0.923044200486918,-0.081887470207862,-0.027986802946414,-0.222888564042562,0.673272785409972,-0.643817327594276,-0.287269373819605,0,5.02654824574367,4.71238898038469,6.23920181170086,5.7391416971237,2.29486642754576
"capturas/raw/img_[0.0, -1.2566370614359172, -1.308996938995747, 36.28521441519898, 71.46758125682896, 64.62074666569625].png","capturas/raw1/img_[0.0, -1.2566370614359172, -1.308996938995747, 36.28521441519898, 71.46758125682896, 64.62074666569625].png","capturas/raw2/img_[0.0, -1.2566370614359172, -1.308996938995747, 36.28521441519898, 71.46758125682896, 64.62074666569625].png","capturas/deep/img_[0.0, -1.2566370614359172, -1.308996938995747, 36.28521441519898, 71.46758125682896, 64.62074666569625].png","capturas/deep1/img_[0.0, -1.2566370614359172, -1.308996938995747, 36.28521441519898, 71.46758125682896, 64.62074666569625].png","capturas/deep2/img_[0.0, -1.2566370614359172, -1.308996938995747, 36.28521441519898, 71.46758125682896, 64.62074666569625].png",0.895180164846613,-0.026158329130703,0.000827705723536,-0.265263995360614,0.832349674940312,-0.036269204006093,-0.485297410082565,0,5.02654824574367,4.97418836818384,4.86928787930116,2.35254287785354,1.78889359390052
"capturas/raw/img_[0.0, -1.2566370614359172, 2.0, 0.4608325279965375, 117.10920181392348, 141.44043269525326].png","capturas/raw1/img_[0.0, -1.2566370614359172, 2.0, 0.4608325279965375, 117.10920181392348, 141.44043269525326].png","capturas/raw2/img_[0.0, -1.2566370614359172, 2.0, 0.4608325279965375, 117.10920181392348, 141.44043269525326].png","capturas/deep/img_[0.0, -1.2566370614359172, 2.0, 0.4608325279965375, 117.10920181392348, 141.44043269525326].png","capturas/deep1/img_[0.0, -1.2566370614359172, 2.0, 0.4608325279965375, 117.10920181392348, 141.44043269525326].png","capturas/deep2/img_[0.0, -1.2566370614359172, 2.0, 0.4608325279965375, 117.10920181392348, 141.44043269525326].png",0.854987482608014,0.037503111805555,-0.008947399402792,-0.449168552441288,-0.554617916580885,0.144302329019728,0.685436660782569,0,5.02654824574367,2,0.460832527996615,4.01186628469043,3.2103559373022
"capturas/raw/img_[0.0, -1.2566370614359172, 2.0943951023931953, 125.03183215693377, 41.24440493539685, 87.78015774449213].png","capturas/raw1/img_[0.0, -1.2566370614359172, 2.0943951023931953, 125.03183215693377, 41.24440493539685, 87.78015774449213].png","capturas/raw2/img_[0.0, -1.2566370614359172, 2.0943951023931953, 125.03183215693377, 41.24440493539685, 87.78015774449213].png","capturas/deep/img_[0.0, -1.2566370614359172, 2.0943951023931953, 125.03183215693377, 41.24440493539685, 87.78015774449213].png","capturas/deep1/img_[0.0, -1.2566370614359172, 2.0943951023931953, 125.03183215693377, 41.24440493539685, 87.78015774449213].png","capturas/deep2/img_[0.0, -1.2566370614359172, 2.0943951023931953, 125.03183215693377, 41.24440493539685, 87.78015774449213].png",0.861642264644272,-0.06188171488053,0.185514816738798,0.110290346609981,0.868882981695094,-0.398054285666385,0.27282080057781,0,5.02654824574367,2.0943951023932,5.65131132052195,3.54529309231937,6.09874875115758
"capturas/raw/img_[0.0, -1.2566370614359172, 1.832595714594046, 7.584126890684324, 82.39329266092248, 16.30595762230098].png","capturas/raw1/img_[0.0, -1.2566370614359172, 1.832595714594046, 7.584126890684324, 82.39329266092248, 16.30595762230098].png","capturas/raw2/img_[0.0, -1.2566370614359172, 1.832595714594046, 7.584126890684324, 82.39329266092248, 16.30595762230098].png","capturas/deep/img_[0.0, -1.2566370614359172, 1.832595714594046, 7.584126890684324, 82.39329266092248, 16.30595762230098].png","capturas/deep1/img_[0.0, -1.2566370614359172, 1.832595714594046, 7.584126890684324, 82.39329266092248, 16.30595762230098].png","capturas/deep2/img_[0.0, -1.2566370614359172, 1.832595714594046, 7.584126890684324, 82.39329266092248, 16.30595762230098].png",0.857857585318209,-0.010894250671936,-0.005996400140878,-0.486904584477794,0.577294627821746,0.35181818752524,-0.553063107817827,0,5.02654824574367,1.83259571459405,1.30094158350485,0.71188366758787,3.73958700794194
"capturas/raw/img_[0.0, -1.2566370614359172, 1.5707963267948966, 176.04275624293808, 103.88778332664548, 157.89122983010162].png","capturas/raw1/img_[0.0, -1.2566370614359172, 1.5707963267948966, 176.04275624293808, 103.88778332664548, 157.89122983010162].png","capturas/raw2/img_[0.0, -1.2566370614359172, 1.5707963267948966, 176.04275624293808, 103.88778332664548, 157.89122983010162].png","capturas/deep/img_[0.0, -1.2566370614359172, 1.5707963267948966, 176.04275624293808, 103.88778332664548, 157.89122983010162].png","capturas/deep1/img_[0.0, -1.2566370614359172, 1.5707963267948966, 176.04275624293808, 103.88778332664548, 157.89122983010162].png","capturas/deep2/img_[0.0, -1.2566370614359172, 1.5707963267948966, 176.04275624293808, 103.88778332664548, 157.89122983010162].png",0.793959341884658,0.019753733214178,0.178306872454231,0.335589645209884,0.646700361010316,0.452435162416241,0.514257383910451,0,5.02654824574367,1.5707963267949,0.113567641909668,3.35681841177161,0.811597150612435
"capturas/raw/img_[0.0, -1.2566370614359172, 1.308996938995747, 74.35426345849243, 167.25430874495777, 15.107221421794389].png","capturas/raw1/img_[0.0, -1.2566370614359172, 1.308996938995747, 74.35426345849243, 167.25430874495777, 15.107221421794389].png","capturas/raw2/img_[0.0, -1.2566370614359172, 1.308996938995747, 74.35426345849243, 167.25430874495777, 15.107221421794389].png","capturas/deep/img_[0.0, -1.2566370614359172, 1.308996938995747, 74.35426345849243, 167.25430874495777, 15.107221421794389].png","capturas/deep1/img_[0.0, -1.2566370614359172, 1.308996938995747, 74.35426345849243, 167.25430874495777, 15.107221421794389].png","capturas/deep2/img_[0.0, -1.2566370614359172, 1.308996938995747, 74.35426345849243, 167.25430874495777, 15.107221421794389].png",0.932773492052705,0.080272038670912,0.1423977208107,-0.403375205231305,0.665988215567553,0.5554621822781,0.29190735617418,0,5.02654824574367,1.30899693899575,5.23922507951703,3.89149075828875,2.54085080743532
"capturas/raw/img_[0.0, -1.0471975511965979, -2.0, 111.41540849175253, 62.62563733536724, 53.64239971011235].png","capturas/raw1/img_[0.0, -1.0471975511965979, -2.0, 111.41540849175253, 62.62563733536724, 53.64239971011235].png","capturas/raw2/img_[0.0, -1.0471975511965979, -2.0, 111.41540849175253, 62.62563733536724, 53.64239971011235].png","capturas/deep/img_[0.0, -1.0471975511965979, -2.0, 111.41540849175253, 62.62563733536724, 53.64239971011235].png","capturas/deep1/img_[0.0, -1.0471975511965979, -2.0, 111.41540849175253, 62.62563733536724, 53.64239971011235].png","capturas/deep2/img_[0.0, -1.0471975511965979, -2.0, 111.41540849175253, 62.62563733536724, 53.64239971011235].png",0.895086921303342,-0.03784174414375,0.124594924278617,-0.263356453180816,0.923055842112144,-0.270309286108647,0.074459255664389,0,5.23598775598299,4.28318530717959,4.6012582697001,6.07696957075093,3.3769172526758
"capturas/raw/img_[0.0, -1.0471975511965979, -2.0943951023931953, 20.492875728685384, 104.83617100978458, 110.30161236157895].png","capturas/raw1/img_[0.0, -1.0471975511965979, -2.0943951023931953, 20.492875728685384, 104.83617100978458, 110.30161236157895].png","capturas/raw2/img_[0.0, -1.0471975511965979, -2.0943951023931953, 20.492875728685384, 104.83617100978458, 110.30161236157895].png","capturas/deep/img_[0.0, -1.0471975511965979, -2.0943951023931953, 20.492875728685384, 104.83617100978458, 110.30161236157895].png","capturas/deep1/img_[0.0, -1.0471975511965979, -2.0943951023931953, 20.492875728685384, 104.83617100978458, 110.30161236157895].png","capturas/deep2/img_[0.0, -1.0471975511965979, -2.0943951023931953, 20.492875728685384, 104.83617100978458, 110.30161236157895].png",0.873063966990255,0.021073414207537,-0.021622214153864,0.216084877856575,0.77294941083239,-0.00113123287291,-0.596536045991989,0,5.23598775598299,4.18879020478639,1.64331980714672,4.30520609491164,3.48746213952614
"capturas/raw/img_[0.0, -1.0471975511965979, -1.832595714594046, 17.33547048546866, 137.70998577193274, 55.54632847061441].png","capturas/raw1/img_[0.0, -1.0471975511965979, -1.832595714594046, 17.33547048546866, 137.70998577193274, 55.54632847061441].png","capturas/raw2/img_[0.0, -1.0471975511965979, -1.832595714594046, 17.33547048546866, 137.70998577193274, 55.54632847061441].png","capturas/deep/img_[0.0, -1.0471975511965979, -1.832595714594046, 17.33547048546866, 137.70998577193274, 55.54632847061441].png","capturas/deep1/img_[0.0, -1.0471975511965979, -1.832595714594046, 17.33547048546866, 137.70998577193274, 55.54632847061441].png","capturas/deep2/img_[0.0, -1.0471975511965979, -1.832595714594046, 17.33547048546866, 137.70998577193274, 55.54632847061441].png",0.892380556374786,0.060881291629606,-0.016545633625805,0.022507450923591,0.763858438615734,0.471241893494379,-0.440391619157639,0,5.23598775598299,4.45058959258554,4.76909987110962,5.7630943211617,5.28084601317782
"capturas/raw/img_[0.0, -1.0471975511965979, -1.5707963267948966, 152.944311442766, 109.42440703203111, 120.20357546412441].png","capturas/raw1/img_[0.0, -1.0471975511965979, -1.5707963267948966, 152.944311442766, 109.42440703203111, 120.20357546412441].png","capturas/raw2/img_[0.0, -1.0471975511965979, -1.5707963267948966, 152.944311442766, 109.42440703203111, 120.20357546412441].png","capturas/deep/img_[0.0, -1.0471975511965979, -1.5707963267948966, 152.944311442766, 109.42440703203111, 120.20357546412441].png","capturas/deep1/img_[0.0, -1.0471975511965979, -1.5707963267948966, 152.944311442766, 109.42440703203111, 120.20357546412441].png","capturas/deep2/img_[0.0, -1.0471975511965979, -1.5707963267948966, 152.944311442766, 109.42440703203111, 120.20357546412441].png",0.836228037696379,0.027369926556216,0.161323923137453,0.14019130495252,0.844859208553634,0.26985291348079,0.440157609071757,0,5.23598775598299,4.71238898038469,2.14786407045602,2.61025680997805,0.823054627711969
"capturas/raw/img_[0.0, -1.0471975511965979, -1.308996938995747, 124.49961033445561, 167.39689225346626, 62.09129299093213].png","capturas/raw1/img_[0.0, -1.0471975511965979, -1.308996938995747, 124.49961033445561, 167.39689225346626, 62.09129299093213].png","capturas/raw2/img_[0.0, -1.0471975511965979, -1.308996938995747, 124.49961033445561, 167.39689225346626, 62.09129299093213].png","capturas/deep/img_[0.0, -1.0471975511965979, -1.308996938995747, 124.49961033445561, 167.39689225346626, 62.09129299093213].png","capturas/deep1/img_[0.0, -1.0471975511965979, -1.308996938995747, 124.49961033445561, 167.39689225346626, 62.09129299093213].png","capturas/deep2/img_[0.0, -1.0471975511965979, -1.308996938995747, 124.49961033445561, 167.39689225346626, 62.09129299093213].png",0.848471280529088,0.080316975601103,0.192837602349178,-0.348826518370738,0.686072507059698,0.530952614614509,0.354561554842297,0,5.23598775598299,4.97418836818384,5.11908949804393,4.0340742667968,5.54262522631592
"capturas/raw/img_[0.0, -1.0471975511965979, 2.0, 36.747331573879265, 5.675112724886233, 172.36983094476108].png","capturas/raw1/img_[0.0, -1.0471975511965979, 2.0, 36.747331573879265, 5.675112724886233, 172.36983094476108].png","capturas/raw2/img_[0.0, -1.0471975511965979, 2.0, 36.747331573879265, 5.675112724886233, 172.36983094476108].png","capturas/deep/img_[0.0, -1.0471975511965979, 2.0, 36.747331573879265, 5.675112724886233, 172.36983094476108].png","capturas/deep1/img_[0.0, -1.0471975511965979, 2.0, 36.747331573879265, 5.675112724886233, 172.36983094476108].png","capturas/deep2/img_[0.0, -1.0471975511965979, 2.0, 36.747331573879265, 5.675112724886233, 172.36983094476108].png",0.954928566712755,-0.08189661618752,0.074796637952101,0.215506384397319,0.695552504829686,-0.668574558207484,0.150903185608563,0,5.23598775598299,2,5.33140503798145,5.67511272488625,2.72382765091225
"capturas/raw/img_[0.0, -1.0471975511965979, 2.0943951023931953, 162.09816125349565, 84.9088541524837, 153.52809327965784].png","capturas/raw1/img_[0.0, -1.0471975511965979, 2.0943951023931953, 162.09816125349565, 84.9088541524837, 153.52809327965784].png","capturas/raw2/img_[0.0, -1.0471975511965979, 2.0943951023931953, 162.09816125349565, 84.9088541524837, 153.52809327965784].png","capturas/deep/img_[0.0, -1.0471975511965979, 2.0943951023931953, 162.09816125349565, 84.9088541524837, 153.52809327965784].png","capturas/deep1/img_[0.0, -1.0471975511965979, 2.0943951023931953, 162.09816125349565, 84.9088541524837, 153.52809327965784].png","capturas/deep2/img_[0.0, -1.0471975511965979, 2.0943951023931953, 162.09816125349565, 84.9088541524837, 153.52809327965784].png",0.818549402801729,-0.007303332737631,0.187023775630206,0.444853595836791,0.66821078087946,0.283028456022958,0.524875722117912,0,5.23598775598299,2.0943951023932,5.01852857400638,3.22744515914911,2.73164590734802
"capturas/raw/img_[0.0, -1.0471975511965979, 1.832595714594046, 0.5867416260853453, 51.17792311216171, 64.818635485953].png","capturas/raw1/img_[0.0, -1.0471975511965979, 1.832595714594046, 0.5867416260853453, 51.17792311216171, 64.818635485953].png","capturas/raw2/img_[0.0, -1.0471975511965979, 1.832595714594046, 0.5867416260853453, 51.17792311216171, 64.818635485953].png","capturas/deep/img_[0.0, -1.0471975511965979, 1.832595714594046, 0.5867416260853453, 51.17792311216171, 64.818635485953].png","capturas/deep1/img_[0.0, -1.0471975511965979, 1.832595714594046, 0.5867416260853453, 51.17792311216171, 64.818635485953].png","capturas/deep2/img_[0.0, -1.0471975511965979, 1.832595714594046, 0.5867416260853453, 51.17792311216171, 64.818635485953].png",0.864426107983571,-0.051594203723852,-0.006776161100243,0.373695157884422,-0.608013221469669,0.088454625946473,0.694872384427876,0,5.23598775598299,1.83259571459405,0.58674162608537,0.912440654725039,1.98678241415721
"capturas/raw/img_[0.0, -1.0471975511965979, 1.5707963267948966, 105.10083282802775, 67.95871424902566, 8.064563164445888].png","capturas/raw1/img_[0.0, -1.0471975511965979, 1.5707963267948966, 105.10083282802775, 67.95871424902566, 8.064563164445888].png","capturas/raw2/img_[0.0, -1.0471975511965979, 1.5707963267948966, 105.10083282802775, 67.95871424902566, 8.064563164445888].png","capturas/deep/img_[0.0, -1.0471975511965979, 1.5707963267948966, 105.10083282802775, 67.95871424902566, 8.064563164445888].png","capturas/deep1/img_[0.0, -1.0471975511965979, 1.5707963267948966, 105.10083282802775, 67.95871424902566, 8.064563164445888].png","capturas/deep2/img_[0.0, -1.0471975511965979, 1.5707963267948966, 105.10083282802775, 67.95871424902566, 8.064563164445888].png",0.899463564621437,-0.030885099505745,0.142118925687721,-0.617949887215437,0.751311541483628,-0.230477966370378,-0.023426727080357,0,5.23598775598299,1.5707963267949,4.56986791315466,5.12686117722987,1.78137785726639
"capturas/raw/img_[0.0, -1.0471975511965979, 1.308996938995747, 10.04905946853836, 31.887974255843744, 132.97404917460244].png","capturas/raw1/img_[0.0, -1.0471975511965979, 1.308996938995747, 10.04905946853836, 31.887974255843744, 132.97404917460244].png","capturas/raw2/img_[0.0, -1.0471975511965979, 1.308996938995747, 10.04905946853836, 31.887974255843744, 132.97404917460244].png","capturas/deep/img_[0.0, -1.0471975511965979, 1.308996938995747, 10.04905946853836, 31.887974255843744, 132.97404917460244].png","capturas/deep1/img_[0.0, -1.0471975511965979, 1.308996938995747, 10.04905946853836, 31.887974255843744, 132.97404917460244].png","capturas/deep2/img_[0.0, -1.0471975511965979, 1.308996938995747, 10.04905946853836, 31.887974255843744, 132.97404917460244].png",0.898729827419466,-0.069879496517726,0.001817401807338,-0.04370455131845,0.738489136227764,-0.552119408618837,-0.384561915033211,0,5.23598775598299,1.30899693899575,3.76587416135884,0.472047719945799,1.02715772383075
"capturas/raw/img_[0.0, -0.8377580409572782, -2.0, 134.14536121650175, 164.6061380816584, 59.07955081651878].png","capturas/raw1/img_[0.0, -0.8377580409572782, -2.0, 134.14536121650175, 164.6061380816584, 59.07955081651878].png","capturas/raw2/img_[0.0, -0.8377580409572782, -2.0, 134.14536121650175, 164.6061380816584, 59.07955081651878].png","capturas/deep/img_[0.0, -0.8377580409572782, -2.0, 134.14536121650175, 164.6061380816584, 59.07955081651878].png","capturas/deep1/img_[0.0, -0.8377580409572782, -2.0, 134.14536121650175, 164.6061380816584, 59.07955081651878].png","capturas/deep2/img_[0.0, -0.8377580409572782, -2.0, 134.14536121650175, 164.6061380816584, 59.07955081651878].png",0.830193443156916,0.079347392662263,0.191584256356571,-0.404436913246439,0.660402721054595,0.471770322713301,0.421582485208254,0,5.44542726622231,4.28318530717959,2.19846976573074,1.2433200949888,2.53088305190259
"capturas/raw/img_[0.0, -0.8377580409572782, -2.0943951023931953, 174.6062012873784, 149.69646846675684, 121.81128369527426].png","capturas/raw1/img_[0.0, -0.8377580409572782, -2.0943951023931953, 174.6062012873784, 149.69646846675684, 121.81128369527426].png","capturas/raw2/img_[0.0, -0.8377580409572782, -2.0943951023931953, 174.6062012873784, 149.69646846675684, 121.81128369527426].png","capturas/deep/img_[0.0, -0.8377580409572782, -2.0943951023931953, 174.6062012873784, 149.69646846675684, 121.81128369527426].png","capturas/deep1/img_[0.0, -0.8377580409572782, -2.0943951023931953, 174.6062012873784, 149.69646846675684, 121.81128369527426].png","capturas/deep2/img_[0.0, -0.8377580409572782, -2.0943951023931953, 174.6062012873784, 149.69646846675684, 121.81128369527426].png",0.763486503836015,0.07105489435489,0.166324632413985,-0.133156274183062,0.720279228020166,0.517567201861156,0.442257201056096,0,5.44542726622231,4.18879020478639,4.96019799352921,5.18320640162658,2.43076285886193
"capturas/raw/img_[0.0, -0.8377580409572782, -1.832595714594046, 6.018840173724129, 79.22427120510564, 166.16685946240634].png","capturas/raw1/img_[0.0, -0.8377580409572782, -1.832595714594046, 6.018840173724129, 79.22427120510564, 166.16685946240634].png","capturas/raw2/img_[0.0, -0.8377580409572782, -1.832595714594046, 6.018840173724129, 79.22427120510564, 166.16685946240634].png","capturas/deep/img_[0.0, -0.8377580409572782, -1.832595714594046, 6.018840173724129, 79.22427120510564, 166.16685946240634].png","capturas/deep1/img_[0.0, -0.8377580409572782, -1.832595714594046, 6.018840173724129, 79.22427120510564, 166.16685946240634].png","capturas/deep2/img_[0.0, -0.8377580409572782, -1.832595714594046, 6.018840173724129, 79.22427120510564, 166.16685946240634].png",0.850559945775305,-0.0153872350287,-0.028165108133842,0.396012004742891,0.609806479425896,-0.47511573635643,-0.495555836224535,0,5.44542726622231,4.45058959258554,6.01884017372418,3.82604751895062,2.80404147573682
"capturas/raw/img_[0.0, -0.8377580409572782, -1.5707963267948966, 125.1441861709099, 26.1459823702086, 83.46943355253839].png","capturas/raw1/img_[0.0, -0.8377580409572782, -1.5707963267948966, 125.1441861709099, 26.1459823702086, 83.46943355253839].png","capturas/raw2/img_[0.0, -0.8377580409572782, -1.5707963267948966, 125.1441861709099, 26.1459823702086, 83.46943355253839].png","capturas/deep/img_[0.0, -0.8377580409572782, -1.5707963267948966, 125.1441861709099, 26.1459823702086, 83.46943355253839].png","capturas/deep1/img_[0.0, -0.8377580409572782, -1.5707963267948966, 125.1441861709099, 26.1459823702086, 83.46943355253839].png","capturas/deep2/img_[0.0, -0.8377580409572782, -1.5707963267948966, 125.1441861709099, 26.1459823702086, 83.46943355253839].png",0.857062373664483,-0.07387858799035,0.178951982237226,0.10240281938851,0.82149227696318,-0.520205194964114,0.20988248284095,0,5.44542726622231,4.71238898038469,5.76366533449794,1.01324114149031,1.78802455920385
"capturas/raw/img_[0.0, -0.8377580409572782, -1.308996938995747, 134.95268943358965, 115.07218152149044, 173.54125713579643].png","capturas/raw1/img_[0.0, -0.8377580409572782, -1.308996938995747, 134.95268943358965, 115.07218152149044, 173.54125713579643].png","capturas/raw2/img_[0.0, -0.8377580409572782, -1.308996938995747, 134.95268943358965, 115.07218152149044, 173.54125713579643].png","capturas/deep/img_[0.0, -0.8377580409572782, -1.308996938995747, 134.95268943358965, 115.07218152149044, 173.54125713579643].png","capturas/deep1/img_[0.0, -0.8377580409572782, -1.308996938995747, 134.95268943358965, 115.07218152149044, 173.54125713579643].png","capturas/deep2/img_[0.0, -0.8377580409572782, -1.308996938995747, 134.95268943358965, 115.07218152149044, 173.54125713579643].png",0.86285561955519,0.034875423091019,0.157956076520352,0.546349128130058,0.730594082343643,0.388018502516219,0.131059371053909,0,5.44542726622231,4.97418836818384,3.00579798281876,1.9748459922575,3.89525384194726
"capturas/raw/img_[0.0, -0.8377580409572782, 2.0, 40.372602123952674, 87.44410209690446, 64.97975470355716].png","capturas/raw1/img_[0.0, -0.8377580409572782, 2.0, 40.372602123952674, 87.44410209690446, 64.97975470355716].png","capturas/raw2/img_[0.0, -0.8377580409572782, 2.0, 40.372602123952674, 87.44410209690446, 64.97975470355716].png","capturas/deep/img_[0.0, -0.8377580409572782, 2.0, 40.372602123952674, 87.44410209690446, 64.97975470355716].png","capturas/deep1/img_[0.0, -0.8377580409572782, 2.0, 40.372602123952674, 87.44410209690446, 64.97975470355716].png","capturas/deep2/img_[0.0, -0.8377580409572782, 2.0, 40.372602123952674, 87.44410209690446, 64.97975470355716].png",0.900043881620747,-0.003670089520712,0.037908608969557,-0.206413166614041,0.888032368345923,0.069029936736331,-0.405002450921564,0,5.44542726622231,2,2.67349028087525,5.76269310356994,2.14790163176144
"capturas/raw/img_[0.0, -0.8377580409572782, 2.0943951023931953, 3.1992498377587952, 20.463189123945927, 75.67580220327737].png","capturas/raw1/img_[0.0, -0.8377580409572782, 2.0943951023931953, 3.1992498377587952, 20.463189123945927, 75.67580220327737].png","capturas/raw2/img_[0.0, -0.8377580409572782, 2.0943951023931953, 3.1992498377587952, 20.463189123945927, 75.67580220327737].png","capturas/deep/img_[0.0, -0.8377580409572782, 2.0943951023931953, 3.1992498377587952, 20.463189123945927, 75.67580220327737].png","capturas/deep1/img_[0.0, -0.8377580409572782, 2.0943951023931953, 3.1992498377587952, 20.463189123945927, 75.67580220327737].png","capturas/deep2/img_[0.0, -0.8377580409572782, 2.0943951023931953, 3.1992498377587952, 20.463189123945927, 75.67580220327737].png",0.904598254341141,-0.077106622606237,0.003428074344911,0.459413715931257,-0.550017937114429,0.345789908635638,0.605680316299266,0,5.44542726622231,2.0943951023932,3.19924983775885,1.6136332024072,0.277578517122457
"capturas/raw/img_[0.0, -0.8377580409572782, 1.832595714594046, 75.21056474403, 125.60031748443707, 107.92139418395634].png","capturas/raw1/img_[0.0, -0.8377580409572782, 1.832595714594046, 75.21056474403, 125.60031748443707, 107.92139418395634].png","capturas/raw2/img_[0.0, -0.8377580409572782, 1.832595714594046, 75.21056474403, 125.60031748443707, 107.92139418395634].png","capturas/deep/img_[0.0, -0.8377580409572782, 1.832595714594046, 75.21056474403, 125.60031748443707, 107.92139418395634].png","capturas/deep1/img_[0.0, -0.8377580409572782, 1.832595714594046, 75.21056474403, 125.60031748443707, 107.92139418395634].png","capturas/deep2/img_[0.0, -0.8377580409572782, 1.832595714594046, 75.21056474403, 125.60031748443707, 107.92139418395634].png",0.919135326767364,0.047909091246869,0.10820083486209,0.183490578936686,0.927983725219945,0.281972268842706,-0.160215644592188,0,5.44542726622231,1.83259571459405,6.0955263650546,6.21979664802493,1.10724396190313
"capturas/raw/img_[0.0, -0.8377580409572782, 1.5707963267948966, 38.12424240611068, 85.6382370599648, 7.889699488500225].png","capturas/raw1/img_[0.0, -0.8377580409572782, 1.5707963267948966, 38.12424240611068, 85.6382370599648, 7.889699488500225].png","capturas/raw2/img_[0.0, -0.8377580409572782, 1.5707963267948966, 38.12424240611068, 85.6382370599648, 7.889699488500225].png","capturas/deep/img_[0.0, -0.8377580409572782, 1.5707963267948966, 38.12424240611068, 85.6382370599648, 7.889699488500225].png","capturas/deep1/img_[0.0, -0.8377580409572782, 1.5707963267948966, 38.12424240611068, 85.6382370599648, 7.889699488500225].png","capturas/deep2/img_[0.0, -0.8377580409572782, 1.5707963267948966, 38.12424240611068, 85.6382370599648, 7.889699488500225].png",0.897648243732083,-0.006259212545953,0.031253068218657,-0.604409059211358,0.668933830579058,0.257400919716196,-0.347795897013357,0,5.44542726622231,1.5707963267949,0.425130563033235,3.95682806663024,1.60651418132074
"capturas/raw/img_[0.0, -0.8377580409572782, 1.308996938995747, 39.17981051150295, 38.41395152958332, 136.2354193141765].png","capturas/raw1/img_[0.0, -0.8377580409572782, 1.308996938995747, 39.17981051150295, 38.41395152958332, 136.2354193141765].png","capturas/raw2/img_[0.0, -0.8377580409572782, 1.308996938995747, 39.17981051150295, 38.41395152958332, 136.2354193141765].png","capturas/deep/img_[0.0, -0.8377580409572782, 1.308996938995747, 39.17981051150295, 38.41395152958332, 136.2354193141765].png","capturas/deep1/img_[0.0, -0.8377580409572782, 1.308996938995747, 39.17981051150295, 38.41395152958332, 136.2354193141765].png","capturas/deep2/img_[0.0, -0.8377580409572782, 1.308996938995747, 39.17981051150295, 38.41395152958332, 136.2354193141765].png",0.922255899809517,-0.064485521786861,0.05031504392266,0.149700524990659,0.822089419923614,-0.512543438272219,-0.19763087398296,0,5.44542726622231,1.30899693899575,1.48069866842542,0.714839686505854,4.28852786340575
"capturas/raw/img_[0.7853981633974483, -2.5132741228718345, -2.0, 10.928117262179015, 162.0427382560461, 9.897014601251277].png","capturas/raw1/img_[0.7853981633974483, -2.5132741228718345, -2.0, 10.928117262179015, 162.0427382560461, 9.897014601251277].png","capturas/raw2/img_[0.7853981633974483, -2.5132741228718345, -2.0, 10.928117262179015, 162.0427382560461, 9.897014601251277].png","capturas/deep/img_[0.7853981633974483, -2.5132741228718345, -2.0, 10.928117262179015, 162.0427382560461, 9.897014601251277].png","capturas/deep1/img_[0.7853981633974483, -2.5132741228718345, -2.0, 10.928117262179015, 162.0427382560461, 9.897014601251277].png","capturas/deep2/img_[0.7853981633974483, -2.5132741228718345, -2.0, 10.928117262179015, 162.0427382560461, 9.897014601251277].png",0.908292939369335,0.090749719267586,-0.045041158441079,-0.092908474423564,0.713155701639169,0.681553848685923,-0.135134421748256,0.785398163397448,3.76991118430776,4.28318530717959,4.64493195499946,4.96310557655639,3.61382929407177
"capturas/raw/img_[0.7853981633974483, -2.5132741228718345, -2.0943951023931953, 12.670211253748406, 18.764075772581254, 103.57280870678596].png","capturas/raw1/img_[0.7853981633974483, -2.5132741228718345, -2.0943951023931953, 12.670211253748406, 18.764075772581254, 103.57280870678596].png","capturas/raw2/img_[0.7853981633974483, -2.5132741228718345, -2.0943951023931953, 12.670211253748406, 18.764075772581254, 103.57280870678596].png","capturas/deep/img_[0.7853981633974483, -2.5132741228718345, -2.0943951023931953, 12.670211253748406, 18.764075772581254, 103.57280870678596].png","capturas/deep1/img_[0.7853981633974483, -2.5132741228718345, -2.0943951023931953, 12.670211253748406, 18.764075772581254, 103.57280870678596].png","capturas/deep2/img_[0.7853981633974483, -2.5132741228718345, -2.0943951023931953, 12.670211253748406, 18.764075772581254, 103.57280870678596].png",0.911690299686032,-0.065435133690623,-0.043106718142509,-0.311105829198489,0.652511344636522,-0.502895413994716,-0.473854735908001,0.785398163397448,3.76991118430776,4.18879020478639,0.103840639389261,6.19770515822218,3.0418437919127
