ruta_imagen1,ruta_imagen2,ruta_imagen3,px,py,pz,qw,qx,qy,qz,t1,t2,t3,t4,t5,t6
"capturas/raw/img_[2.356194490192345, -2.0943951023931957, -1.5707963267948966, 172.0836216663397, 85.88878867312334, 159.22012399827807].png","capturas/raw1/img_[2.356194490192345, -2.0943951023931957, -1.5707963267948966, 172.0836216663397, 85.88878867312334, 159.22012399827807].png","capturas/raw2/img_[2.356194490192345, -2.0943951023931957, -1.5707963267948966, 172.0836216663397, 85.88878867312334, 159.22012399827807].png",0.808214098284317,0.027349926038127,0.146707895448679,0.445545347116021,0.633729000276077,0.346894066016089,0.528716752935987,2.35619449019234,4.188790204786386,4.712388980384686,2.437618372491407,4.207379679789035,2.1404913187884844
"capturas/raw/img_[2.356194490192345, -2.0943951023931957, -1.308996938995747, 5.233389637839743, 25.145219586824204, 24.060524402381386].png","capturas/raw1/img_[2.356194490192345, -2.0943951023931957, -1.308996938995747, 5.233389637839743, 25.145219586824204, 24.060524402381386].png","capturas/raw2/img_[2.356194490192345, -2.0943951023931957, -1.308996938995747, 5.233389637839743, 25.145219586824204, 24.060524402381386].png",0.895746089209853,-0.037706914911624,-0.041892006920583,0.649085308403814,-0.292357444669422,0.01801272283287,0.702061912353061,2.35619449019234,4.188790204786386,4.974188368183836,5.233389637839956,0.012478358106111642,5.210968480842755
"capturas/raw/img_[2.356194490192345, -2.0943951023931957, 2.0, 114.21947345909977, 142.4402283488882, 75.68890168694818].png","capturas/raw1/img_[2.356194490192345, -2.0943951023931957, 2.0, 114.21947345909977, 142.4402283488882, 75.68890168694818].png","capturas/raw2/img_[2.356194490192345, -2.0943951023931957, 2.0, 114.21947345909977, 142.4402283488882, 75.68890168694818].png",0.875815636748985,0.10133267350219,0.165496215560195,-0.218509221584777,0.854649597000592,0.410193090045501,0.231450675756334,2.35619449019234,4.188790204786386,2.0,1.1221379298676766,4.210151590937365,0.2906780007932781
"capturas/raw/img_[2.356194490192345, -2.0943951023931957, 2.0943951023931953, 107.01368615502464, 127.5797675540446, 151.03570088627774].png","capturas/raw1/img_[2.356194490192345, -2.0943951023931957, 2.0943951023931953, 107.01368615502464, 127.5797675540446, 151.03570088627774].png","capturas/raw2/img_[2.356194490192345, -2.0943951023931957, 2.0943951023931953, 107.01368615502464, 127.5797675540446, 151.03570088627774].png",0.891800892235064,0.086928917906895,0.143325944828163,0.417235122322356,0.839538767736666,0.344622548072055,-0.048216278663681,2.35619449019234,4.188790204786386,2.0943951023932,0.19953593297225325,1.916061410453544,0.23925351396803762
"capturas/raw/img_[2.356194490192345, -2.0943951023931957, 1.832595714594046, 61.8439606135726, 97.11192039654357, 74.11198525673436].png","capturas/raw1/img_[2.356194490192345, -2.0943951023931957, 1.832595714594046, 61.8439606135726, 97.11192039654357, 74.11198525673436].png","capturas/raw2/img_[2.356194490192345, -2.0943951023931957, 1.832595714594046, 61.8439606135726, 97.11192039654357, 74.11198525673436].png",0.912094875093745,0.047727570895286,0.050962419555945,-0.138361332031471,0.957717607355731,0.088569715979235,-0.236195960529915,2.35619449019234,4.188790204786386,1.8325957145940501,5.295292848956528,2.8641407888500723,4.996946877759065
"capturas/raw/img_[2.356194490192345, -2.0943951023931957, 1.5707963267948966, 15.30818146167915, 25.909478318566045, 51.553240887532084].png","capturas/raw1/img_[2.356194490192345, -2.0943951023931957, 1.5707963267948966, 15.30818146167915, 25.909478318566045, 51.553240887532084].png","capturas/raw2/img_[2.356194490192345, -2.0943951023931957, 1.5707963267948966, 15.30818146167915, 25.909478318566045, 51.553240887532084].png",0.914141330397825,-0.036476535547179,-0.002797131049657,0.537564070462666,-0.516504228851605,0.23942798967384,0.622030939332411,2.35619449019234,4.188790204786386,1.5707963267949,2.741810847320231,0.7767370898479307,1.287758430095522
"capturas/raw/img_[2.356194490192345, -2.0943951023931957, 1.308996938995747, 125.60630201585879, 136.38030478480619, 98.64907797098049].png","capturas/raw1/img_[2.356194490192345, -2.0943951023931957, 1.308996938995747, 125.60630201585879, 136.38030478480619, 98.64907797098049].png","capturas/raw2/img_[2.356194490192345, -2.0943951023931957, 1.308996938995747, 125.60630201585879, 136.38030478480619, 98.64907797098049].png",0.861544643390828,0.095079834151514,0.165292472141166,-0.069506491780759,0.882235493677763,0.400385450792769,0.237741187195143,2.35619449019234,4.188790204786386,1.30899693899575,6.2257811794470825,4.433413334034952,4.401298363286827
"capturas/raw/img_[2.356194490192345, -1.884955592153876, -2.0, 172.61843743302825, 93.1026219936242, 170.29647322671198].png","capturas/raw1/img_[2.356194490192345, -1.884955592153876, -2.0, 172.61843743302825, 93.1026219936242, 170.29647322671198].png","capturas/raw2/img_[2.356194490192345, -1.884955592153876, -2.0, 172.61843743302825, 93.1026219936242, 170.29647322671198].png",0.807293468163671,0.037675556472567,0.146698677321942,0.472687081669824,0.611645541698822,0.434409801491969,0.46232540327147,2.35619449019234,4.398229715025706,4.283185307179586,2.9724341391793914,5.138027693110274,0.6504699328633095
"capturas/raw/img_[2.356194490192345, -1.884955592153876, -2.0943951023931953, 96.13943444583974, 100.31426152535316, 162.32818990259474].png","capturas/raw1/img_[2.356194490192345, -1.884955592153876, -2.0943951023931953, 96.13943444583974, 100.31426152535316, 162.32818990259474].png","capturas/raw2/img_[2.356194490192345, -1.884955592153876, -2.0943951023931953, 96.13943444583974, 100.31426152535316, 162.32818990259474].png",0.908220138358642,0.052118170175599,0.079686045898907,0.569565579855303,0.81680214935552,0.082837369105626,-0.039588752594061,2.35619449019234,4.398229715025706,4.188790204786386,1.8916548381461311,6.066481917659502,5.248557223105479
"capturas/raw/img_[2.356194490192345, -1.884955592153876, -1.832595714594046, 57.01155105751335, 159.99526103337178, 162.80753367686816].png","capturas/raw1/img_[2.356194490192345, -1.884955592153876, -1.832595714594046, 57.01155105751335, 159.99526103337178, 162.80753367686816].png","capturas/raw2/img_[2.356194490192345, -1.884955592153876, -1.832595714594046, 57.01155105751335, 159.99526103337178, 162.80753367686816].png",0.936513967981609,0.115934129499439,0.05810873783313,0.595988288649785,0.53097092362264,0.274090418231378,-0.536416145071501,2.35619449019234,4.398229715025706,4.450589592585536,0.4628832928973381,2.91562835388266,5.72790099737847
"capturas/raw/img_[2.356194490192345, -1.884955592153876, -1.5707963267948966, 107.38961804505493, 105.01578020716482, 91.7699111169609].png","capturas/raw1/img_[2.356194490192345, -1.884955592153876, -1.5707963267948966, 107.38961804505493, 105.01578020716482, 91.7699111169609].png","capturas/raw2/img_[2.356194490192345, -1.884955592153876, -1.5707963267948966, 107.38961804505493, 105.01578020716482, 91.7699111169609].png",0.899391029660205,0.058347580558859,0.103114950219306,-0.020883672984287,0.984012531558304,0.133943033107946,0.115509626528475,2.35619449019234,4.398229715025706,4.712388980384686,0.575467823002235,4.484815292291934,3.805316816446833
"capturas/raw/img_[2.356194490192345, -1.884955592153876, -1.308996938995747, 15.160588887467366, 166.66236980548993, 108.91039653092008].png","capturas/raw1/img_[2.356194490192345, -1.884955592153876, -1.308996938995747, 15.160588887467366, 166.66236980548993, 108.91039653092008].png","capturas/raw2/img_[2.356194490192345, -1.884955592153876, -1.308996938995747, 15.160588887467366, 166.66236980548993, 108.91039653092008].png",0.920166923723028,0.118009623413177,-0.020573325066142,-0.4741226457202,-0.546921812053811,-0.382477571248294,0.574277942991945,2.35619449019234,4.398229715025706,4.974188368183836,2.594218273108474,3.2995518188210795,2.0962463088671655
"capturas/raw/img_[2.356194490192345, -1.884955592153876, 2.0, 99.97808234225913, 31.142636148255075, 9.157620205601972].png","capturas/raw1/img_[2.356194490192345, -1.884955592153876, 2.0, 99.97808234225913, 31.142636148255075, 9.157620205601972].png","capturas/raw2/img_[2.356194490192345, -1.884955592153876, 2.0, 99.97808234225913, 31.142636148255075, 9.157620205601972].png",0.900671407807059,-0.033439210235963,0.158110858375562,-0.543687958219709,0.677485629936323,-0.427519857012142,-0.250286630040411,2.35619449019234,4.398229715025706,2.0,5.730302734565548,6.009894919537075,2.874434898422521
"capturas/raw/img_[2.356194490192345, -1.884955592153876, 2.0943951023931953, 155.5623161665816, 98.95374630065403, 52.33067209397735].png","capturas/raw1/img_[2.356194490192345, -1.884955592153876, 2.0943951023931953, 155.5623161665816, 98.95374630065403, 52.33067209397735].png","capturas/raw2/img_[2.356194490192345, -1.884955592153876, 2.0943951023931953, 155.5623161665816, 98.95374630065403, 52.33067209397735].png",0.829230925312961,0.046939760499148,0.174356506075835,-0.32633464547638,0.772134490314243,-0.101724905117644,0.535692142660107,2.35619449019234,4.398229715025706,2.0943951023932,4.765868794272187,4.705966692960537,2.0651896365408504
"capturas/raw/img_[2.356194490192345, -1.884955592153876, 1.832595714594046, 68.00373525720912, 146.73076025125485, 133.43266393603272].png","capturas/raw1/img_[2.356194490192345, -1.884955592153876, 1.832595714594046, 68.00373525720912, 146.73076025125485, 133.43266393603272].png","capturas/raw2/img_[2.356194490192345, -1.884955592153876, 1.832595714594046, 68.00373525720912, 146.73076025125485, 133.43266393603272].png",0.925159573448973,0.106936543160895,0.098611730509967,0.388088320246504,0.776926413630854,0.364128387241547,-0.336427289463587,2.35619449019234,4.398229715025706,1.8325957145940501,5.171882185413487,2.2174981861248355,1.4857724852618333
"capturas/raw/img_[2.356194490192345, -1.884955592153876, 1.5707963267948966, 133.90063995050977, 131.6416821538716, 72.31412965529097].png","capturas/raw1/img_[2.356194490192345, -1.884955592153876, 1.5707963267948966, 133.90063995050977, 131.6416821538716, 72.31412965529097].png","capturas/raw2/img_[2.356194490192345, -1.884955592153876, 1.5707963267948966, 133.90063995050977, 131.6416821538716, 72.31412965529097].png",0.849753773073829,0.089696593721688,0.17279678998665,-0.280971246877825,0.831689942763727,0.280810188864303,0.387933802811231,2.35619449019234,4.398229715025706,1.5707963267949,1.9537484997389356,5.977976010280628,3.1990912763156842
"capturas/raw/img_[2.356194490192345, -1.884955592153876, 1.308996938995747, 15.570696955685047, 19.252473417885618, 22.40054866915593].png","capturas/raw1/img_[2.356194490192345, -1.884955592153876, 1.308996938995747, 15.570696955685047, 19.252473417885618, 22.40054866915593].png","capturas/raw2/img_[2.356194490192345, -1.884955592153876, 1.308996938995747, 15.570696955685047, 19.252473417885618, 22.40054866915593].png",0.923125426312547,-0.03977967386686,0.001028754747206,0.659603793833363,-0.327991758627454,0.119204409643802,0.665683521017741,2.35619449019234,4.398229715025706,1.30899693899575,3.004326341326106,0.40291749634718244,3.5509927476172756
"capturas/raw/img_[2.356194490192345, -1.6755160819145565, -2.0, 87.64617830274751, 41.76560093709453, 83.40999046235324].png","capturas/raw1/img_[2.356194490192345, -1.6755160819145565, -2.0, 87.64617830274751, 41.76560093709453, 83.40999046235324].png","capturas/raw2/img_[2.356194490192345, -1.6755160819145565, -2.0, 87.64617830274751, 41.76560093709453, 83.40999046235324].png",0.917843878396885,-0.023671431753141,0.095675712057372,-0.092508563672315,0.906996277594672,-0.405987437068971,-0.06304061404256,2.35619449019234,4.607669225265026,4.283185307179586,5.964769309413157,4.066489094017321,1.728581469018721
"capturas/raw/img_[2.356194490192345, -1.6755160819145565, -2.0943951023931953, 167.70323750652767, 162.10154319160887, 48.435826647045715].png","capturas/raw1/img_[2.356194490192345, -1.6755160819145565, -2.0943951023931953, 167.70323750652767, 162.10154319160887, 48.435826647045715].png","capturas/raw2/img_[2.356194490192345, -1.6755160819145565, -2.0943951023931953, 167.70323750652767, 162.10154319160887, 48.435826647045715].png",0.757969368792262,0.109570993219626,0.165102796270865,-0.569789262787953,0.466763331209946,0.279823878900396,0.615768451162035,2.35619449019234,4.607669225265026,4.188790204786386,4.34041951985904,5.021910512119689,4.4535294967887324
"capturas/raw/img_[2.356194490192345, -1.6755160819145565, -1.832595714594046, 149.88554738485087, 68.10094887114668, 61.623155635311946].png","capturas/raw1/img_[2.356194490192345, -1.6755160819145565, -1.832595714594046, 149.88554738485087, 68.10094887114668, 61.623155635311946].png","capturas/raw2/img_[2.356194490192345, -1.6755160819145565, -1.832595714594046, 149.88554738485087, 68.10094887114668, 61.623155635311946].png",0.841990236605848,0.003923389188333,0.14970169286403,-0.142793937171385,0.858191196002982,-0.267527140759971,0.414182316820576,2.35619449019234,4.607669225265026,4.450589592585536,5.372285319720817,5.269095799351177,5.074487870695762
"capturas/raw/img_[2.356194490192345, -1.6755160819145565, -1.5707963267948966, 44.756880335799416, 98.78562756574365, 47.081017492586106].png","capturas/raw1/img_[2.356194490192345, -1.6755160819145565, -1.5707963267948966, 44.756880335799416, 98.78562756574365, 47.081017492586106].png","capturas/raw2/img_[2.356194490192345, -1.6755160819145565, -1.5707963267948966, 44.756880335799416, 98.78562756574365, 47.081017492586106].png",0.898720515151601,0.049560216550551,0.002077798114583,-0.320892634633747,0.851186727204513,0.207429135748817,-0.359836387975399,2.35619449019234,4.607669225265026,4.712388980384686,0.7745831855425891,4.5378479580501505,3.0987203423291305
"capturas/raw/img_[2.356194490192345, -1.6755160819145565, -1.308996938995747, 134.11833059907065, 3.7897935923492576, 62.44893793439483].png","capturas/raw1/img_[2.356194490192345, -1.6755160819145565, -1.308996938995747, 134.11833059907065, 3.7897935923492576, 62.44893793439483].png","capturas/raw2/img_[2.356194490192345, -1.6755160819145565, -1.308996938995747, 134.11833059907065, 3.7897935923492576, 62.44893793439483].png",0.822284777045926,-0.048355337059814,0.196684157850202,0.055542408408566,0.722361429920392,-0.680322054149467,0.110774130867237,2.35619449019234,4.607669225265026,4.974188368183836,2.1714391482999886,3.789793592349614,5.900270169778658
"capturas/raw/img_[2.356194490192345, -1.6755160819145565, 2.0, 23.95480850884233, 82.97495587214416, 162.48014113895928].png","capturas/raw1/img_[2.356194490192345, -1.6755160819145565, 2.0, 23.95480850884233, 82.97495587214416, 162.48014113895928].png","capturas/raw2/img_[2.356194490192345, -1.6755160819145565, 2.0, 23.95480850884233, 82.97495587214416, 162.48014113895928].png",0.880687978377418,0.026163202587364,0.003969775101372,0.454428772591058,0.705367657742704,-0.369949025825648,-0.398859218700797,2.35619449019234,4.607669225265026,2.0,5.105252587303831,1.2935468788099485,5.400508459469478
"capturas/raw/img_[2.356194490192345, -1.6755160819145565, 2.0943951023931953, 48.154469688332284, 126.38538203358958, 34.27853667340174].png","capturas/raw1/img_[2.356194490192345, -1.6755160819145565, 2.0943951023931953, 48.154469688332284, 126.38538203358958, 34.27853667340174].png","capturas/raw2/img_[2.356194490192345, -1.6755160819145565, 2.0943951023931953, 48.154469688332284, 126.38538203358958, 34.27853667340174].png",0.913626578447287,0.086455363777664,0.049136489966372,-0.334784893137422,0.830500974993671,0.411819081357619,-0.169092430615017,2.35619449019234,4.607669225265026,2.0943951023932,4.1721725380755075,0.7216758899986502,2.862610137503907
"capturas/raw/img_[2.356194490192345, -1.6755160819145565, 1.832595714594046, 3.488727445590034, 160.3271221607129, 24.301998818364147].png","capturas/raw1/img_[2.356194490192345, -1.6755160819145565, 1.832595714594046, 3.488727445590034, 160.3271221607129, 24.301998818364147].png","capturas/raw2/img_[2.356194490192345, -1.6755160819145565, 1.832595714594046, 3.488727445590034, 160.3271221607129, 24.301998818364147].png",0.900413780181109,0.114610643833054,-0.01147181561819,-0.007008529223469,0.714600857020706,0.651135579695668,-0.255575727559921,2.35619449019234,4.607669225265026,1.8325957145940501,3.4887274455903494,3.2474894812237096,5.4524428968254774
"capturas/raw/img_[2.356194490192345, -1.6755160819145565, 1.5707963267948966, 142.26332939793195, 54.351875565985964, 90.16533671865875].png","capturas/raw1/img_[2.356194490192345, -1.6755160819145565, 1.5707963267948966, 142.26332939793195, 54.351875565985964, 90.16533671865875].png","capturas/raw2/img_[2.356194490192345, -1.6755160819145565, 1.5707963267948966, 142.26332939793195, 54.351875565985964, 90.16533671865875].png",0.84301080263563,-0.01331851086685,0.176694681653877,0.118192319032468,0.857490584515448,-0.265655494564219,0.424461578234029,2.35619449019234,4.607669225265026,1.5707963267949,4.03325263998142,4.086393108549679,2.200742418144735
"capturas/raw/img_[2.356194490192345, -1.6755160819145565, 1.308996938995747, 145.5415713086611, 161.0263678491545, 102.92376245071482].png","capturas/raw1/img_[2.356194490192345, -1.6755160819145565, 1.308996938995747, 145.5415713086611, 161.0263678491545, 102.92376245071482].png","capturas/raw2/img_[2.356194490192345, -1.6755160819145565, 1.308996938995747, 145.5415713086611, 161.0263678491545, 102.92376245071482].png",0.799597897151317,0.110795050928624,0.198972865249433,-0.201432862150556,0.743143204069741,0.560391082470007,0.30516358724279,2.35619449019234,4.607669225265026,1.30899693899575,1.0283092435308063,3.946735169665743,2.3927975358417584
"capturas/raw/img_[2.356194490192345, -1.4660765716752369, -2.0, 171.49375066201955, 46.300223727868456, 173.53592203513605].png","capturas/raw1/img_[2.356194490192345, -1.4660765716752369, -2.0, 171.49375066201955, 46.300223727868456, 173.53592203513605].png","capturas/raw2/img_[2.356194490192345, -1.4660765716752369, -2.0, 171.49375066201955, 46.300223727868456, 173.53592203513605].png",0.789129718655513,-0.024437537665594,0.157461302741984,0.647141135434886,0.395214498859349,0.186401865230584,0.62471449107409,2.35619449019234,4.8171087355043465,4.283185307179586,1.8477473681714756,2.317926577611786,3.889918741287296
"capturas/raw/img_[2.356194490192345, -1.4660765716752369, -2.0943951023931953, 127.70109158379375, 138.94499000377328, 47.11559064650567].png","capturas/raw1/img_[2.356194490192345, -1.4660765716752369, -2.0943951023931953, 127.70109158379375, 138.94499000377328, 47.11559064650567].png","capturas/raw2/img_[2.356194490192345, -1.4660765716752369, -2.0943951023931953, 127.70109158379375, 138.94499000377328, 47.11559064650567].png",0.860488618918981,0.097519380736297,0.152647388519509,-0.446894342002554,0.756361663004083,0.278961175978831,0.387792656093833,2.35619449019234,4.8171087355043465,4.188790204786386,2.037385440202577,0.7149132458224869,3.1332934962487258
"capturas/raw/img_[2.356194490192345, -1.4660765716752369, -1.832595714594046, 61.44754443901314, 13.49627994775882, 23.550715660095648].png","capturas/raw1/img_[2.356194490192345, -1.4660765716752369, -1.832595714594046, 61.44754443901314, 13.49627994775882, 23.550715660095648].png","capturas/raw2/img_[2.356194490192345, -1.4660765716752369, -1.832595714594046, 61.44754443901314, 13.49627994775882, 23.550715660095648].png",0.946814460131421,-0.041136860104252,0.082166071467194,0.566833178099044,-0.527086485562502,0.390301487454746,0.498542609848064,2.35619449019234,4.8171087355043465,4.450589592585536,4.898876674397151,0.9299093334000119,4.701159738556971
"capturas/raw/img_[2.356194490192345, -1.4660765716752369, -1.5707963267948966, 89.4446879918494, 133.89191073735273, 146.62395402180013].png","capturas/raw1/img_[2.356194490192345, -1.4660765716752369, -1.5707963267948966, 89.4446879918494, 133.89191073735273, 146.62395402180013].png","capturas/raw2/img_[2.356194490192345, -1.4660765716752369, -1.5707963267948966, 89.4446879918494, 133.89191073735273, 146.62395402180013].png",0.911028148173372,0.094592542601105,0.101316908912308,0.433239558852633,0.81970729543794,0.31084063665262,-0.209192574094751,2.35619449019234,4.8171087355043465,4.712388980384686,1.4800936913355116,1.9450192865820668,2.1106919566696334
"capturas/raw/img_[2.356194490192345, -1.4660765716752369, -1.308996938995747, 91.56906542443976, 105.37790148996555, 4.2533742201149005].png","capturas/raw1/img_[2.356194490192345, -1.4660765716752369, -1.308996938995747, 91.56906542443976, 105.37790148996555, 4.2533742201149005].png","capturas/raw2/img_[2.356194490192345, -1.4660765716752369, -1.308996938995747, 91.56906542443976, 105.37790148996555, 4.2533742201149005].png",0.910238832030036,0.059296318008403,0.087092270069212,-0.688001901066348,0.713193850355166,0.10683583997466,0.081203566680126,2.35619449019234,4.8171087355043465,4.974188368183836,3.6044711239259044,4.846936575093025,4.25337422011502
"capturas/raw/img_[2.356194490192345, -1.4660765716752369, 2.0, 154.3822741197691, 65.03694049854401, 126.34022962084947].png","capturas/raw1/img_[2.356194490192345, -1.4660765716752369, 2.0, 154.3822741197691, 65.03694049854401, 126.34022962084947].png","capturas/raw2/img_[2.356194490192345, -1.4660765716752369, 2.0, 154.3822741197691, 65.03694049854401, 126.34022962084947].png",0.826668659128342,-0.000748213165568,0.182306346582716,0.351685275354451,0.753980627855004,0.001541798281695,0.554822766995278,2.35619449019234,4.8171087355043465,2.0,3.585826747459251,2.205087426748534,0.6765234772574047
"capturas/raw/img_[2.356194490192345, -1.4660765716752369, 2.0943951023931953, 60.8864211713953, 6.964975783460432, 109.19078198448686].png","capturas/raw1/img_[2.356194490192345, -1.4660765716752369, 2.0943951023931953, 60.8864211713953, 6.964975783460432, 109.19078198448686].png","capturas/raw2/img_[2.356194490192345, -1.4660765716752369, 2.0943951023931953, 60.8864211713953, 6.964975783460432, 109.19078198448686].png",0.950133805075229,-0.042667062133626,0.124609626218776,-0.055088382858866,0.741792781171489,-0.665584960640043,-0.060871997220841,2.35619449019234,4.8171087355043465,2.0943951023932,4.337753406779328,0.6817904762812503,2.376631762434158
"capturas/raw/img_[2.356194490192345, -1.4660765716752369, 1.832595714594046, 56.14765984054615, 127.7509769078049, 25.429253594915572].png","capturas/raw1/img_[2.356194490192345, -1.4660765716752369, 1.832595714594046, 56.14765984054615, 127.7509769078049, 25.429253594915572].png","capturas/raw2/img_[2.356194490192345, -1.4660765716752369, 1.832595714594046, 56.14765984054615, 127.7509769078049, 25.429253594915572].png",0.917512160131236,0.088181685908042,0.065334529593883,-0.421885836107364,0.807300681329288,0.406078916367069,-0.073333927342024,2.35619449019234,4.8171087355043465,1.8325957145940501,5.882177383109834,2.0872707642136703,0.2965123661973834
"capturas/raw/img_[2.356194490192345, -1.4660765716752369, 1.5707963267948966, 134.71891422053005, 24.958654498821197, 137.08740648894187].png","capturas/raw1/img_[2.356194490192345, -1.4660765716752369, 1.5707963267948966, 134.71891422053005, 24.958654498821197, 137.08740648894187].png","capturas/raw2/img_[2.356194490192345, -1.4660765716752369, 1.5707963267948966, 134.71891422053005, 24.958654498821197, 137.08740648894187].png",0.834145557419165,-0.040355134889923,0.198509873517725,0.486163642738571,0.642876568090389,-0.317000682402888,0.49986517985912,2.35619449019234,4.8171087355043465,1.5707963267949,2.772022769759033,6.10909857728284,5.140515038170811
"capturas/raw/img_[2.356194490192345, -1.4660765716752369, 1.308996938995747, 78.33625597356576, 131.72175897402244, 7.379261058425657].png","capturas/raw1/img_[2.356194490192345, -1.4660765716752369, 1.308996938995747, 78.33625597356576, 131.72175897402244, 7.379261058425657].png","capturas/raw2/img_[2.356194490192345, -1.4660765716752369, 1.308996938995747, 78.33625597356576, 131.72175897402244, 7.379261058425657].png",0.91649901760422,0.092528907717813,0.104531170875062,-0.600769854971191,0.710178873090569,0.332833084722587,0.154737478613785,2.35619449019234,4.8171087355043465,1.30899693899575,2.9380322874111044,6.058052830430704,1.096075751246195
"capturas/raw/img_[2.356194490192345, -1.2566370614359172, -2.0, 144.5502978119838, 36.084641062715214, 110.49445976780288].png","capturas/raw1/img_[2.356194490192345, -1.2566370614359172, -2.0, 144.5502978119838, 36.084641062715214, 110.49445976780288].png","capturas/raw2/img_[2.356194490192345, -1.2566370614359172, -2.0, 144.5502978119838, 36.084641062715214, 110.49445976780288].png",0.830385816132444,-0.032399331693102,0.169359601016556,0.320416244253238,0.762552612811903,-0.324149253577399,0.459101518748963,2.35619449019234,5.026548245743666,4.283185307179586,0.03703574685387423,4.668714526817695,3.6803095457501485
"capturas/raw/img_[2.356194490192345, -1.2566370614359172, -2.0943951023931953, 39.33823714813467, 176.95391437512507, 11.159032631101663].png","capturas/raw1/img_[2.356194490192345, -1.2566370614359172, -2.0943951023931953, 39.33823714813467, 176.95391437512507, 11.159032631101663].png","capturas/raw2/img_[2.356194490192345, -1.2566370614359172, -2.0943951023931953, 39.33823714813467, 176.95391437512507, 11.159032631101663].png",0.952686003773069,0.1214530016292,0.04189153932475,-0.183494816301443,0.694220473457366,0.685439887122729,0.120663779836004,2.35619449019234,5.026548245743666,4.188790204786386,1.639125305057533,1.0247257740969928,4.875847323922235
"capturas/raw/img_[2.356194490192345, -1.2566370614359172, -1.832595714594046, 123.67103537528712, 22.215168660561908, 138.95525818986192].png","capturas/raw1/img_[2.356194490192345, -1.2566370614359172, -1.832595714594046, 123.67103537528712, 22.215168660561908, 138.95525818986192].png","capturas/raw2/img_[2.356194490192345, -1.2566370614359172, -1.832595714594046, 123.67103537528712, 22.215168660561908, 138.95525818986192].png",0.860767984147623,-0.040837751685064,0.174033890288171,0.451774201927478,0.6772354345731,-0.390084585476375,0.430216518517246,2.35619449019234,5.026548245743666,4.450589592585536,4.290514538875229,3.3656127390235184,0.7251814319112029
"capturas/raw/img_[2.356194490192345, -1.2566370614359172, -1.5707963267948966, 59.71126179067427, 104.85285770522289, 155.66036968524304].png","capturas/raw1/img_[2.356194490192345, -1.2566370614359172, -1.5707963267948966, 59.71126179067427, 104.85285770522289, 155.66036968524304].png","capturas/raw2/img_[2.356194490192345, -1.2566370614359172, -1.5707963267948966, 59.71126179067427, 104.85285770522289, 155.66036968524304].png",0.910478835240215,0.058577496233356,0.033570416482781,0.53013574585308,0.789775743919255,-0.055357928784337,-0.303555373871546,2.35619449019234,5.026548245743666,4.712388980384686,3.162594026058386,4.321892790350006,4.863922312933042
"capturas/raw/img_[2.356194490192345, -1.2566370614359172, -1.308996938995747, 72.76801552864629, 136.13621247071094, 37.30301812594354].png","capturas/raw1/img_[2.356194490192345, -1.2566370614359172, -1.308996938995747, 72.76801552864629, 136.13621247071094, 37.30301812594354].png","capturas/raw2/img_[2.356194490192345, -1.2566370614359172, -1.308996938995747, 72.76801552864629, 136.13621247071094, 37.30301812594354].png",0.920243244767062,0.097252455291828,0.079261941756906,-0.359142729178257,0.834872022216271,0.416609261216885,0.021022132794452,2.35619449019234,5.026548245743666,4.974188368183836,3.6529771496712016,4.189321019940081,5.887091590045678
"capturas/raw/img_[2.356194490192345, -1.2566370614359172, 2.0, 62.66235560699631, 51.562089639265075, 56.701409129339325].png","capturas/raw1/img_[2.356194490192345, -1.2566370614359172, 2.0, 62.66235560699631, 51.562089639265075, 56.701409129339325].png","capturas/raw2/img_[2.356194490192345, -1.2566370614359172, 2.0, 62.66235560699631, 51.562089639265075, 56.701409129339325].png",0.923079326947932,-0.013224890381762,0.082513517786278,-0.353413740750422,0.85164770919823,-0.250811429809698,-0.294768610850978,2.35619449019234,5.026548245743666,2.0,6.113687842380401,1.2966071818288114,0.15274136472312705
"capturas/raw/img_[2.356194490192345, -1.2566370614359172, 2.0943951023931953, 0.8703359580397918, 78.12509719090217, 168.8857093993929].png","capturas/raw1/img_[2.356194490192345, -1.2566370614359172, 2.0943951023931953, 0.8703359580397918, 78.12509719090217, 168.8857093993929].png","capturas/raw2/img_[2.356194490192345, -1.2566370614359172, 2.0943951023931953, 0.8703359580397918, 78.12509719090217, 168.8857093993929].png",0.848504560525873,0.017963376643337,-0.00818152709244,0.385435166680447,0.604999591034901,-0.50735844637298,-0.477496213626469,2.35619449019234,5.026548245743666,2.0943951023932,0.8703359580401511,2.7268735047475587,5.522891412723865
"capturas/raw/img_[2.356194490192345, -1.2566370614359172, 1.832595714594046, 174.75345534266327, 167.46605620982365, 59.55695662586694].png","capturas/raw1/img_[2.356194490192345, -1.2566370614359172, 1.832595714594046, 174.75345534266327, 167.46605620982365, 59.55695662586694].png","capturas/raw2/img_[2.356194490192345, -1.2566370614359172, 1.832595714594046, 174.75345534266327, 167.46605620982365, 59.55695662586694].png",0.72992544881875,0.110440486984484,0.185550539859214,-0.568734858097124,0.430553371965428,0.31805776170946,0.624502774446049,2.35619449019234,5.026548245743666,1.8325957145940501,5.1074520488145225,4.103238223155159,3.0082888612507475
